,TEAM,PTS_1H,PTS,HOME,EFG_PCT_RANK_LAST50,FTA_RATE_RANK_LAST50,TOV_PCT_RANK_LAST50,OREB_PCT_RANK_LAST50,OPP_EFG_PCT_RANK_LAST50,OPP_FTA_RATE_RANK_LAST50,OPP_TOV_PCT_RANK_LAST50,OPP_OREB_PCT_RANK_LAST50,PTS_1H_AVG,PTS_AVG
87,POR,51.0,109.0,30.0,30.0,17.0,27.0,5.0,1.0,20.0,10.0,5.0,54.2,108.44
88,DET,48.0,111.0,0.0,22.0,16.0,28.0,17.0,15.0,1.0,22.0,13.0,54.7,113.32
89,LAL,71.0,125.0,30.0,8.0,5.0,18.0,29.0,27.0,29.0,28.0,7.0,60.78,118.28
90,IND,49.0,102.0,0.0,1.0,26.0,13.0,19.0,29.0,13.0,12.0,16.0,61.52,123.16
91,CHA,48.0,111.0,30.0,27.0,30.0,21.0,25.0,26.0,28.0,8.0,27.0,51.4,107.36
92,PHI,66.0,123.0,0.0,24.0,3.0,1.0,9.0,4.0,12.0,9.0,12.0,59.44,117.22
93,CLE,62.0,121.0,30.0,10.0,19.0,20.0,12.0,10.0,26.0,6.0,25.0,58.5,115.54
94,CHI,60.0,136.0,0.0,19.0,20.0,7.0,14.0,30.0,9.0,14.0,20.0,53.38,112.54
95,ATL,59.0,126.0,30.0,20.0,10.0,9.0,4.0,20.0,18.0,7.0,15.0,61.8,121.14
96,SAS,67.0,122.0,0.0,26.0,29.0,23.0,22.0,28.0,3.0,17.0,21.0,55.66,111.76
97,TOR,50.0,99.0,30.0,17.0,15.0,10.0,16.0,21.0,7.0,21.0,18.0,56.66,115.14
98,NYK,43.0,103.0,0.0,15.0,13.0,19.0,2.0,5.0,30.0,20.0,9.0,57.4,115.74
99,HOU,57.0,105.0,30.0,28.0,9.0,11.0,10.0,17.0,4.0,19.0,3.0,55.1,113.58
100,NOP,61.0,96.0,0.0,12.0,7.0,15.0,8.0,16.0,17.0,2.0,23.0,59.9,117.24
101,MEM,47.0,87.0,30.0,29.0,21.0,24.0,23.0,11.0,14.0,5.0,4.0,52.46,106.66
102,DEN,44.0,95.0,0.0,14.0,23.0,8.0,6.0,6.0,10.0,30.0,8.0,58.4,114.44
103,MIL,60.0,112.0,30.0,3.0,6.0,5.0,27.0,7.0,19.0,26.0,14.0,60.62,122.5
104,WAS,58.0,104.0,0.0,23.0,28.0,17.0,30.0,19.0,15.0,15.0,26.0,57.12,114.22
105,DAL,51.0,112.0,30.0,11.0,14.0,3.0,26.0,23.0,22.0,13.0,30.0,60.56,118.42
106,GSW,63.0,129.0,0.0,13.0,25.0,22.0,3.0,22.0,5.0,27.0,17.0,58.62,120.14
107,UTA,55.0,107.0,30.0,16.0,12.0,30.0,1.0,14.0,24.0,24.0,10.0,58.38,118.72
108,MIN,49.0,121.0,0.0,7.0,4.0,29.0,18.0,8.0,8.0,18.0,24.0,57.5,114.3
109,LAC,53.0,100.0,30.0,9.0,11.0,12.0,15.0,1.0,20.0,10.0,5.0,58.24,117.38
110,BOS,59.0,110.0,0.0,4.0,22.0,4.0,20.0,12.0,6.0,11.0,2.0,62.5,120.5
111,MIA,50.0,106.0,30.0,21.0,8.0,14.0,24.0,2.0,2.0,29.0,11.0,56.54,110.88
112,SAC,57.0,113.0,0.0,5.0,24.0,16.0,21.0,3.0,23.0,1.0,29.0,60.02,119.1
113,OKC,67.0,127.0,30.0,2.0,18.0,2.0,28.0,24.0,21.0,16.0,1.0,60.36,122.08
114,OKC,62.0,111.0,0.0,2.0,18.0,2.0,28.0,19.0,15.0,15.0,26.0,60.36,122.08
115,DAL,71.0,146.0,30.0,11.0,14.0,3.0,26.0,3.0,23.0,1.0,29.0,60.56,118.42
116,DET,58.0,106.0,0.0,22.0,16.0,28.0,17.0,8.0,8.0,18.0,24.0,54.7,113.32
117,LAC,49.0,112.0,30.0,9.0,11.0,12.0,15.0,27.0,29.0,28.0,7.0,58.24,117.38
118,SAS,48.0,103.0,0.0,26.0,29.0,23.0,22.0,13.0,16.0,25.0,19.0,55.66,111.76
119,BKN,60.0,123.0,30.0,25.0,27.0,6.0,13.0,21.0,7.0,21.0,18.0,55.16,112.6
120,MEM,49.0,106.0,0.0,29.0,21.0,24.0,23.0,29.0,13.0,12.0,16.0,52.46,106.66
121,CHA,58.0,115.0,30.0,27.0,30.0,21.0,25.0,16.0,17.0,2.0,23.0,51.4,107.36
122,CHI,50.0,108.0,0.0,19.0,20.0,7.0,14.0,18.0,27.0,3.0,6.0,53.38,112.54
123,ORL,52.0,114.0,30.0,18.0,2.0,26.0,7.0,20.0,18.0,7.0,15.0,55.8,112.06
124,PHI,59.0,119.0,0.0,24.0,3.0,1.0,9.0,23.0,22.0,13.0,30.0,59.44,117.22
125,WAS,56.0,113.0,30.0,23.0,28.0,17.0,30.0,10.0,26.0,6.0,25.0,57.12,114.22
126,HOU,49.0,113.0,0.0,28.0,9.0,11.0,10.0,30.0,9.0,14.0,20.0,55.1,113.58
127,ATL,57.0,122.0,30.0,20.0,10.0,9.0,4.0,5.0,30.0,20.0,9.0,61.8,121.14
128,IND,61.0,125.0,0.0,1.0,26.0,13.0,19.0,17.0,4.0,19.0,3.0,61.52,123.16
129,NYK,58.0,111.0,30.0,15.0,13.0,19.0,2.0,26.0,28.0,8.0,27.0,57.4,115.74
130,CLE,67.0,119.0,0.0,10.0,19.0,20.0,12.0,28.0,3.0,17.0,21.0,58.5,115.54
131,TOR,47.0,95.0,30.0,17.0,15.0,10.0,16.0,4.0,12.0,9.0,12.0,56.66,115.14
132,PHX,58.0,112.0,0.0,6.0,1.0,25.0,11.0,14.0,24.0,24.0,10.0,61.28,118.14
133,GSW,59.0,113.0,30.0,13.0,25.0,22.0,3.0,9.0,11.0,23.0,22.0,58.62,120.14
134,NOP,47.0,93.0,0.0,12.0,7.0,15.0,8.0,25.0,25.0,4.0,28.0,59.9,117.24
135,POR,40.0,84.0,30.0,30.0,17.0,27.0,5.0,11.0,14.0,5.0,4.0,54.2,108.44
136,ATL,73.0,127.0,0.0,20.0,10.0,9.0,4.0,10.0,26.0,6.0,25.0,61.8,121.14
137,PHI,56.0,121.0,30.0,24.0,3.0,1.0,9.0,30.0,9.0,14.0,20.0,59.44,117.22
138,WAS,71.0,129.0,0.0,23.0,28.0,17.0,30.0,2.0,2.0,29.0,11.0,57.12,114.22
139,BOS,64.0,133.0,30.0,4.0,22.0,4.0,20.0,23.0,22.0,13.0,30.0,62.5,120.5
140,HOU,49.0,104.0,0.0,28.0,9.0,11.0,10.0,28.0,3.0,17.0,21.0,55.1,113.58
141,TOR,61.0,107.0,30.0,17.0,15.0,10.0,16.0,5.0,30.0,20.0,9.0,56.66,115.14
142,CHA,38.0,84.0,0.0,27.0,30.0,21.0,25.0,6.0,10.0,30.0,8.0,51.4,107.36
143,MIL,66.0,120.0,30.0,3.0,6.0,5.0,27.0,29.0,13.0,12.0,16.0,60.62,122.5
144,DEN,57.0,106.0,0.0,14.0,23.0,8.0,6.0,24.0,21.0,16.0,1.0,58.4,114.44
145,SAC,67.0,135.0,30.0,5.0,24.0,16.0,21.0,7.0,19.0,26.0,14.0,60.02,119.1
146,NOP,74.0,122.0,0.0,12.0,7.0,15.0,8.0,15.0,1.0,22.0,13.0,59.9,117.24
147,LAL,87.0,139.0,30.0,8.0,5.0,18.0,29.0,11.0,14.0,5.0,4.0,60.78,118.28
148,GSW,70.0,131.0,0.0,13.0,25.0,22.0,3.0,26.0,28.0,8.0,27.0,58.62,120.14
149,IND,58.0,109.0,30.0,1.0,26.0,13.0,19.0,14.0,24.0,24.0,10.0,61.52,123.16
150,SAS,44.0,111.0,0.0,26.0,29.0,23.0,22.0,18.0,27.0,3.0,6.0,55.66,111.76
151,ORL,61.0,127.0,30.0,18.0,2.0,26.0,7.0,21.0,7.0,21.0,18.0,55.8,112.06
152,CLE,59.0,118.0,0.0,10.0,19.0,20.0,12.0,13.0,16.0,25.0,19.0,58.5,115.54
153,BKN,51.0,95.0,30.0,25.0,27.0,6.0,13.0,4.0,12.0,9.0,12.0,55.16,112.6
154,DAL,59.0,122.0,0.0,11.0,14.0,3.0,26.0,17.0,4.0,19.0,3.0,60.56,118.42
155,NYK,48.0,108.0,30.0,15.0,13.0,19.0,2.0,19.0,15.0,15.0,26.0,57.4,115.74
156,CHI,52.0,118.0,0.0,19.0,20.0,7.0,14.0,16.0,17.0,2.0,23.0,53.38,112.54
157,MEM,56.0,110.0,30.0,29.0,21.0,24.0,23.0,20.0,18.0,7.0,15.0,52.46,106.66
158,MIN,63.0,129.0,0.0,7.0,4.0,29.0,18.0,6.0,10.0,30.0,8.0,57.5,114.3
159,MIL,53.0,105.0,30.0,3.0,6.0,5.0,27.0,1.0,20.0,10.0,5.0,60.62,122.5
160,UTA,66.0,115.0,0.0,16.0,12.0,30.0,1.0,9.0,11.0,23.0,22.0,58.38,118.72
161,PHX,75.0,129.0,30.0,6.0,1.0,25.0,11.0,22.0,5.0,27.0,17.0,61.28,118.14
162,DEN,59.0,114.0,0.0,14.0,23.0,8.0,6.0,15.0,1.0,22.0,13.0,58.4,114.44
163,LAL,49.0,106.0,30.0,8.0,5.0,18.0,29.0,7.0,19.0,26.0,14.0,60.78,118.28
164,DET,56.0,128.0,0.0,22.0,16.0,28.0,17.0,25.0,25.0,4.0,28.0,54.7,113.32
165,POR,71.0,122.0,30.0,30.0,17.0,27.0,5.0,27.0,29.0,28.0,7.0,54.2,108.44
166,TOR,54.0,123.0,0.0,17.0,15.0,10.0,16.0,29.0,13.0,12.0,16.0,56.66,115.14
167,CHA,60.0,117.0,30.0,27.0,30.0,21.0,25.0,28.0,3.0,17.0,21.0,51.4,107.36
168,CLE,57.0,114.0,0.0,10.0,19.0,20.0,12.0,23.0,22.0,13.0,30.0,58.5,115.54
169,WAS,57.0,106.0,30.0,23.0,28.0,17.0,30.0,4.0,12.0,9.0,12.0,57.12,114.22
170,GSW,48.0,127.0,0.0,13.0,25.0,22.0,3.0,10.0,26.0,6.0,25.0,58.62,120.14
171,PHI,45.0,104.0,30.0,24.0,3.0,1.0,9.0,14.0,24.0,24.0,10.0,59.44,117.22
172,ATL,67.0,117.0,0.0,20.0,10.0,9.0,4.0,2.0,2.0,29.0,11.0,61.8,121.14
173,BOS,71.0,125.0,30.0,4.0,22.0,4.0,20.0,30.0,9.0,14.0,20.0,62.5,120.5
174,SAS,51.0,104.0,0.0,26.0,29.0,23.0,22.0,12.0,6.0,11.0,2.0,55.66,111.76
175,MIA,53.0,116.0,30.0,21.0,8.0,14.0,24.0,21.0,7.0,21.0,18.0,56.54,110.88
176,NOP,55.0,117.0,0.0,12.0,7.0,15.0,8.0,8.0,8.0,18.0,24.0,59.9,117.24
177,LAC,47.0,106.0,30.0,9.0,11.0,12.0,15.0,11.0,14.0,5.0,4.0,58.24,117.38
178,DET,70.0,133.0,0.0,22.0,16.0,28.0,17.0,24.0,21.0,16.0,1.0,54.7,113.32
179,SAC,63.0,120.0,30.0,5.0,24.0,16.0,21.0,27.0,29.0,28.0,7.0,60.02,119.1
180,HOU,75.0,129.0,0.0,28.0,9.0,11.0,10.0,26.0,28.0,8.0,27.0,55.1,113.58
181,IND,68.0,132.0,30.0,1.0,26.0,13.0,19.0,5.0,30.0,20.0,9.0,61.52,123.16
182,DAL,65.0,119.0,0.0,11.0,14.0,3.0,26.0,13.0,16.0,25.0,19.0,60.56,118.42
183,BKN,47.0,107.0,30.0,25.0,27.0,6.0,13.0,19.0,15.0,15.0,26.0,55.16,112.6
184,ORL,49.0,95.0,0.0,18.0,2.0,26.0,7.0,12.0,6.0,11.0,2.0,55.8,112.06
185,MIA,56.0,121.0,30.0,21.0,8.0,14.0,24.0,18.0,27.0,3.0,6.0,56.54,110.88
186,MEM,46.0,113.0,0.0,29.0,21.0,24.0,23.0,17.0,4.0,19.0,3.0,52.46,106.66
187,NYK,70.0,123.0,30.0,15.0,13.0,19.0,2.0,16.0,17.0,2.0,23.0,57.4,115.74
188,MIN,69.0,123.0,0.0,7.0,4.0,29.0,18.0,20.0,18.0,7.0,15.0,57.5,114.3
189,CHI,47.0,129.0,30.0,19.0,20.0,7.0,14.0,1.0,20.0,10.0,5.0,53.38,112.54
190,OKC,68.0,117.0,0.0,2.0,18.0,2.0,28.0,22.0,5.0,27.0,17.0,60.36,122.08
191,UTA,61.0,124.0,30.0,16.0,12.0,30.0,1.0,3.0,23.0,1.0,29.0,58.38,118.72
192,MIL,49.0,106.0,0.0,3.0,6.0,5.0,27.0,9.0,11.0,23.0,22.0,60.62,122.5
193,PHX,48.0,114.0,30.0,6.0,1.0,25.0,11.0,6.0,10.0,30.0,8.0,61.28,118.14
194,LAL,74.0,124.0,0.0,8.0,5.0,18.0,29.0,29.0,13.0,12.0,16.0,60.78,118.28
195,CHA,58.0,118.0,30.0,27.0,30.0,21.0,25.0,15.0,1.0,22.0,13.0,51.4,107.36
196,SAC,59.0,110.0,0.0,5.0,24.0,16.0,21.0,4.0,12.0,9.0,12.0,60.02,119.1
197,CLE,74.0,136.0,30.0,10.0,19.0,20.0,12.0,24.0,21.0,16.0,1.0,58.5,115.54
198,DAL,53.0,118.0,0.0,11.0,14.0,3.0,26.0,10.0,26.0,6.0,25.0,60.56,118.42
199,PHI,57.0,102.0,30.0,24.0,3.0,1.0,9.0,19.0,15.0,15.0,26.0,59.44,117.22
200,LAC,66.0,149.0,0.0,9.0,11.0,12.0,15.0,30.0,9.0,14.0,20.0,58.24,117.38
201,ATL,66.0,144.0,30.0,20.0,10.0,9.0,4.0,8.0,8.0,18.0,24.0,61.8,121.14
202,GSW,43.0,109.0,0.0,13.0,25.0,22.0,3.0,13.0,16.0,25.0,19.0,58.62,120.14
203,BKN,49.0,98.0,30.0,25.0,27.0,6.0,13.0,14.0,24.0,24.0,10.0,55.16,112.6
204,TOR,50.0,100.0,0.0,17.0,15.0,10.0,16.0,11.0,14.0,5.0,4.0,56.66,115.14
205,NOP,67.0,138.0,30.0,12.0,7.0,15.0,8.0,28.0,3.0,17.0,21.0,59.9,117.24
206,ORL,50.0,111.0,0.0,18.0,2.0,26.0,7.0,27.0,29.0,28.0,7.0,55.8,112.06
207,DET,47.0,99.0,30.0,22.0,16.0,28.0,17.0,18.0,27.0,3.0,6.0,54.7,113.32
208,PHX,79.0,140.0,0.0,6.0,1.0,25.0,11.0,23.0,22.0,13.0,30.0,61.28,118.14
209,WAS,58.0,112.0,30.0,23.0,28.0,17.0,30.0,9.0,11.0,23.0,22.0,57.12,114.22
210,MEM,50.0,91.0,0.0,29.0,21.0,24.0,23.0,2.0,2.0,29.0,11.0,52.46,106.66
211,BOS,70.0,131.0,30.0,4.0,22.0,4.0,20.0,16.0,17.0,2.0,23.0,62.5,120.5
212,IND,55.0,115.0,0.0,1.0,26.0,13.0,19.0,29.0,13.0,12.0,16.0,61.52,123.16
213,CHA,44.0,99.0,30.0,27.0,30.0,21.0,25.0,26.0,28.0,8.0,27.0,51.4,107.36
214,LAC,43.0,103.0,0.0,9.0,11.0,12.0,15.0,12.0,6.0,11.0,2.0,58.24,117.38
215,MIA,43.0,95.0,30.0,21.0,8.0,14.0,24.0,8.0,8.0,18.0,24.0,56.54,110.88
216,HOU,44.0,90.0,0.0,28.0,9.0,11.0,10.0,1.0,20.0,10.0,5.0,55.1,113.58
217,MIN,48.0,111.0,30.0,7.0,4.0,29.0,18.0,5.0,30.0,20.0,9.0,57.5,114.3
218,TOR,63.0,127.0,0.0,17.0,15.0,10.0,16.0,3.0,23.0,1.0,29.0,56.66,115.14
219,OKC,47.0,135.0,30.0,2.0,18.0,2.0,28.0,28.0,3.0,17.0,21.0,60.36,122.08
220,MIL,63.0,108.0,0.0,3.0,6.0,5.0,27.0,22.0,5.0,27.0,17.0,60.62,122.5
221,UTA,53.0,123.0,30.0,16.0,12.0,30.0,1.0,6.0,10.0,30.0,8.0,58.38,118.72
222,POR,63.0,103.0,0.0,30.0,17.0,27.0,5.0,7.0,19.0,26.0,14.0,54.2,108.44
223,DEN,60.0,112.0,30.0,14.0,23.0,8.0,6.0,25.0,25.0,4.0,28.0,58.4,114.44
224,BKN,67.0,136.0,0.0,25.0,27.0,6.0,13.0,10.0,26.0,6.0,25.0,55.16,112.6
225,PHI,51.0,121.0,30.0,24.0,3.0,1.0,9.0,13.0,16.0,25.0,19.0,59.44,117.22
226,GSW,64.0,134.0,0.0,13.0,25.0,22.0,3.0,30.0,9.0,14.0,20.0,58.62,120.14
227,ATL,64.0,141.0,30.0,20.0,10.0,9.0,4.0,14.0,24.0,24.0,10.0,61.8,121.14
228,SAC,71.0,123.0,0.0,5.0,24.0,16.0,21.0,20.0,18.0,7.0,15.0,60.02,119.1
229,CHI,52.0,115.0,30.0,19.0,20.0,7.0,14.0,24.0,21.0,16.0,1.0,53.38,112.54
230,LAL,59.0,113.0,0.0,8.0,5.0,18.0,29.0,17.0,4.0,19.0,3.0,60.78,118.28
231,NYK,59.0,105.0,30.0,15.0,13.0,19.0,2.0,15.0,1.0,22.0,13.0,57.4,115.74
232,MIL,60.0,129.0,0.0,3.0,6.0,5.0,27.0,19.0,15.0,15.0,26.0,60.62,122.5
233,DAL,65.0,117.0,30.0,11.0,14.0,3.0,26.0,6.0,10.0,30.0,8.0,60.56,118.42
234,CLE,67.0,117.0,0.0,10.0,19.0,20.0,12.0,21.0,7.0,21.0,18.0,58.5,115.54
235,SAS,45.0,101.0,30.0,26.0,29.0,23.0,22.0,4.0,12.0,9.0,12.0,55.66,111.76
236,LAC,65.0,136.0,0.0,9.0,11.0,12.0,15.0,27.0,29.0,28.0,7.0,58.24,117.38
