,TEAM,PTS_1H,PTS,HOME,EFG_PCT_RANK_LAST50,FTA_RATE_RANK_LAST50,TOV_PCT_RANK_LAST50,OREB_PCT_RANK_LAST50,OPP_EFG_PCT_RANK_LAST50,OPP_FTA_RATE_RANK_LAST50,OPP_TOV_PCT_RANK_LAST50,OPP_OREB_PCT_RANK_LAST50,PTS_1H_AVG,PTS_AVG
237,DET,59.0,125.0,30.0,22.0,16.0,28.0,17.0,8.0,8.0,18.0,24.0,54.7,113.32
238,MIA,56.0,110.0,0.0,21.0,8.0,14.0,24.0,23.0,22.0,13.0,30.0,56.54,110.88
239,WAS,59.0,102.0,30.0,23.0,28.0,17.0,30.0,12.0,6.0,11.0,2.0,57.12,114.22
240,PHX,63.0,120.0,0.0,6.0,1.0,25.0,11.0,30.0,9.0,14.0,20.0,61.28,118.14
241,ATL,66.0,129.0,30.0,20.0,10.0,9.0,4.0,9.0,11.0,23.0,22.0,61.8,121.14
242,SAC,71.0,133.0,0.0,5.0,24.0,16.0,21.0,26.0,28.0,8.0,27.0,60.02,119.1
243,IND,64.0,122.0,30.0,1.0,26.0,13.0,19.0,24.0,21.0,16.0,1.0,61.52,123.16
244,TOR,47.0,106.0,0.0,17.0,15.0,10.0,16.0,5.0,30.0,20.0,9.0,56.66,115.14
245,HOU,66.0,135.0,30.0,28.0,9.0,11.0,10.0,28.0,3.0,17.0,21.0,55.1,113.58
246,GSW,57.0,121.0,0.0,13.0,25.0,22.0,3.0,16.0,17.0,2.0,23.0,58.62,120.14
247,MEM,47.0,101.0,30.0,29.0,21.0,24.0,23.0,14.0,24.0,24.0,10.0,52.46,106.66
248,ORL,54.0,108.0,0.0,18.0,2.0,26.0,7.0,1.0,20.0,10.0,5.0,55.8,112.06
249,MIN,59.0,106.0,30.0,7.0,4.0,29.0,18.0,18.0,27.0,3.0,6.0,57.5,114.3
250,CHA,42.0,106.0,0.0,27.0,30.0,21.0,25.0,3.0,23.0,1.0,29.0,51.4,107.36
251,OKC,73.0,126.0,30.0,2.0,18.0,2.0,28.0,29.0,13.0,12.0,16.0,60.36,122.08
252,NOP,58.0,114.0,0.0,12.0,7.0,15.0,8.0,21.0,7.0,21.0,18.0,59.9,117.24
253,SAS,65.0,113.0,30.0,26.0,29.0,23.0,22.0,11.0,14.0,5.0,4.0,55.66,111.76
254,POR,55.0,108.0,0.0,30.0,17.0,27.0,5.0,7.0,19.0,26.0,14.0,54.2,108.44
255,DEN,59.0,120.0,30.0,14.0,23.0,8.0,6.0,25.0,25.0,4.0,28.0,58.4,114.44
256,LAL,60.0,114.0,0.0,8.0,5.0,18.0,29.0,2.0,2.0,29.0,11.0,60.78,118.28
257,BOS,46.0,105.0,30.0,4.0,22.0,4.0,20.0,15.0,1.0,22.0,13.0,62.5,120.5
258,IND,58.0,105.0,0.0,1.0,26.0,13.0,19.0,17.0,4.0,19.0,3.0,61.52,123.16
259,NYK,51.0,109.0,30.0,15.0,13.0,19.0,2.0,26.0,28.0,8.0,27.0,57.4,115.74
260,CLE,51.0,108.0,0.0,10.0,19.0,20.0,12.0,16.0,17.0,2.0,23.0,58.5,115.54
261,MEM,58.0,101.0,30.0,29.0,21.0,24.0,23.0,4.0,12.0,9.0,12.0,52.46,106.66
262,PHI,71.0,127.0,0.0,24.0,3.0,1.0,9.0,22.0,5.0,27.0,17.0,59.44,117.22
263,UTA,61.0,124.0,30.0,16.0,12.0,30.0,1.0,10.0,26.0,6.0,25.0,58.38,118.72
264,CHI,57.0,117.0,0.0,19.0,20.0,7.0,14.0,29.0,13.0,12.0,16.0,53.38,112.54
265,CHA,59.0,110.0,30.0,27.0,30.0,21.0,25.0,20.0,18.0,7.0,15.0,51.4,107.36
266,DET,57.0,121.0,0.0,22.0,16.0,28.0,17.0,4.0,12.0,9.0,12.0,54.7,113.32
267,CLE,64.0,128.0,30.0,10.0,19.0,20.0,12.0,27.0,29.0,28.0,7.0,58.5,115.54
268,LAC,66.0,125.0,0.0,9.0,11.0,12.0,15.0,23.0,22.0,13.0,30.0,58.24,117.38
269,WAS,60.0,109.0,30.0,23.0,28.0,17.0,30.0,8.0,8.0,18.0,24.0,57.12,114.22
270,SAC,55.0,106.0,0.0,5.0,24.0,16.0,21.0,12.0,6.0,11.0,2.0,60.02,119.1
271,MIA,59.0,115.0,30.0,21.0,8.0,14.0,24.0,24.0,21.0,16.0,1.0,56.54,110.88
272,NOP,61.0,110.0,0.0,12.0,7.0,15.0,8.0,5.0,30.0,20.0,9.0,59.9,117.24
273,HOU,54.0,99.0,30.0,28.0,9.0,11.0,10.0,11.0,14.0,5.0,4.0,55.1,113.58
274,DAL,48.0,87.0,0.0,11.0,14.0,3.0,26.0,1.0,20.0,10.0,5.0,60.56,118.42
275,MIN,52.0,121.0,30.0,7.0,4.0,29.0,18.0,19.0,15.0,15.0,26.0,57.5,114.3
276,ORL,57.0,108.0,0.0,18.0,2.0,26.0,7.0,21.0,7.0,21.0,18.0,55.8,112.06
277,SAS,51.0,98.0,30.0,26.0,29.0,23.0,22.0,18.0,27.0,3.0,6.0,55.66,111.76
278,DEN,51.0,100.0,0.0,14.0,23.0,8.0,6.0,3.0,23.0,1.0,29.0,58.4,114.44
279,OKC,47.0,105.0,30.0,2.0,18.0,2.0,28.0,7.0,19.0,26.0,14.0,60.36,122.08
280,PHX,64.0,136.0,0.0,6.0,1.0,25.0,11.0,13.0,16.0,25.0,19.0,61.28,118.14
281,BKN,61.0,120.0,30.0,25.0,27.0,6.0,13.0,9.0,11.0,23.0,22.0,55.16,112.6
282,MIL,65.0,116.0,0.0,3.0,6.0,5.0,27.0,25.0,25.0,4.0,28.0,60.62,122.5
283,POR,67.0,119.0,30.0,30.0,17.0,27.0,5.0,6.0,10.0,30.0,8.0,54.2,108.44
284,LAL,56.0,122.0,0.0,8.0,5.0,18.0,29.0,30.0,9.0,14.0,20.0,60.78,118.28
285,ATL,67.0,138.0,30.0,20.0,10.0,9.0,4.0,15.0,1.0,22.0,13.0,61.8,121.14
286,IND,66.0,124.0,0.0,1.0,26.0,13.0,19.0,2.0,2.0,29.0,11.0,61.52,123.16
287,BOS,81.0,129.0,30.0,4.0,22.0,4.0,20.0,26.0,28.0,8.0,27.0,62.5,120.5
288,UTA,49.0,103.0,0.0,16.0,12.0,30.0,1.0,17.0,4.0,19.0,3.0,58.38,118.72
289,NYK,57.0,118.0,30.0,15.0,13.0,19.0,2.0,22.0,5.0,27.0,17.0,57.4,115.74
290,TOR,53.0,118.0,0.0,17.0,15.0,10.0,16.0,20.0,18.0,7.0,15.0,56.66,115.14
291,CHI,63.0,107.0,30.0,19.0,20.0,7.0,14.0,28.0,3.0,17.0,21.0,53.38,112.54
292,PHI,50.0,107.0,0.0,24.0,3.0,1.0,9.0,14.0,24.0,24.0,10.0,59.44,117.22
293,GSW,52.0,119.0,30.0,13.0,25.0,22.0,3.0,10.0,26.0,6.0,25.0,58.62,120.14
294,NYK,46.0,113.0,0.0,15.0,13.0,19.0,2.0,29.0,13.0,12.0,16.0,57.4,115.74
295,CHA,43.0,92.0,30.0,27.0,30.0,21.0,25.0,17.0,4.0,19.0,3.0,51.4,107.36
296,LAC,52.0,108.0,0.0,9.0,11.0,12.0,15.0,4.0,12.0,9.0,12.0,58.24,117.38
297,CLE,56.0,118.0,30.0,10.0,19.0,20.0,12.0,8.0,8.0,18.0,24.0,58.5,115.54
298,NOP,60.0,112.0,0.0,12.0,7.0,15.0,8.0,2.0,2.0,29.0,11.0,59.9,117.24
299,BOS,50.0,118.0,30.0,4.0,22.0,4.0,20.0,11.0,14.0,5.0,4.0,62.5,120.5
300,UTA,57.0,114.0,0.0,16.0,12.0,30.0,1.0,13.0,16.0,25.0,19.0,58.38,118.72
301,BKN,71.0,147.0,30.0,25.0,27.0,6.0,13.0,22.0,5.0,27.0,17.0,55.16,112.6
302,PHX,62.0,118.0,0.0,6.0,1.0,25.0,11.0,12.0,6.0,11.0,2.0,61.28,118.14
303,MIA,49.0,105.0,30.0,21.0,8.0,14.0,24.0,9.0,11.0,23.0,22.0,56.54,110.88
304,LAL,60.0,119.0,0.0,8.0,5.0,18.0,29.0,5.0,30.0,20.0,9.0,60.78,118.28
305,HOU,78.0,135.0,30.0,28.0,9.0,11.0,10.0,15.0,1.0,22.0,13.0,55.1,113.58
306,SAC,47.0,103.0,0.0,5.0,24.0,16.0,21.0,16.0,17.0,2.0,23.0,60.02,119.1
307,MEM,50.0,94.0,30.0,29.0,21.0,24.0,23.0,24.0,21.0,16.0,1.0,52.46,106.66
308,MIN,49.0,107.0,0.0,7.0,4.0,29.0,18.0,3.0,23.0,1.0,29.0,57.5,114.3
309,OKC,47.0,101.0,30.0,2.0,18.0,2.0,28.0,1.0,20.0,10.0,5.0,60.36,122.08
310,WAS,54.0,118.0,0.0,23.0,28.0,17.0,30.0,21.0,7.0,21.0,18.0,57.12,114.22
311,SAS,58.0,113.0,30.0,26.0,29.0,23.0,22.0,23.0,22.0,13.0,30.0,55.66,111.76
312,ORL,77.0,129.0,0.0,18.0,2.0,26.0,7.0,19.0,15.0,15.0,26.0,55.8,112.06
313,DAL,61.0,131.0,30.0,11.0,14.0,3.0,26.0,18.0,27.0,3.0,6.0,60.56,118.42
314,MIL,56.0,107.0,0.0,3.0,6.0,5.0,27.0,7.0,19.0,26.0,14.0,60.62,122.5
315,DEN,56.0,113.0,30.0,14.0,23.0,8.0,6.0,6.0,10.0,30.0,8.0,58.4,114.44
316,PHI,55.0,104.0,0.0,24.0,3.0,1.0,9.0,25.0,25.0,4.0,28.0,59.44,117.22
317,POR,58.0,130.0,30.0,30.0,17.0,27.0,5.0,10.0,26.0,6.0,25.0,54.2,108.44
318,OKC,61.0,104.0,0.0,2.0,18.0,2.0,28.0,27.0,29.0,28.0,7.0,60.36,122.08
319,DET,70.0,120.0,30.0,22.0,16.0,28.0,17.0,3.0,23.0,1.0,29.0,54.7,113.32
320,MEM,53.0,110.0,0.0,29.0,21.0,24.0,23.0,26.0,28.0,8.0,27.0,52.46,106.66
321,IND,51.0,116.0,30.0,1.0,26.0,13.0,19.0,16.0,17.0,2.0,23.0,61.52,123.16
322,TOR,61.0,125.0,0.0,17.0,15.0,10.0,16.0,30.0,9.0,14.0,20.0,56.66,115.14
323,ATL,57.0,126.0,30.0,20.0,10.0,9.0,4.0,28.0,3.0,17.0,21.0,61.8,121.14
324,PHX,56.0,98.0,0.0,6.0,1.0,25.0,11.0,18.0,27.0,3.0,6.0,61.28,118.14
325,ORL,51.0,113.0,30.0,18.0,2.0,26.0,7.0,9.0,11.0,23.0,22.0,55.8,112.06
326,CHI,53.0,104.0,0.0,19.0,20.0,7.0,14.0,25.0,25.0,4.0,28.0,53.38,112.54
327,POR,42.0,96.0,30.0,30.0,17.0,27.0,5.0,20.0,18.0,7.0,15.0,54.2,108.44
328,WAS,61.0,118.0,0.0,23.0,28.0,17.0,30.0,27.0,29.0,28.0,7.0,57.12,114.22
329,DET,63.0,104.0,30.0,22.0,16.0,28.0,17.0,23.0,22.0,13.0,30.0,54.7,113.32
330,MIA,51.0,109.0,0.0,21.0,8.0,14.0,24.0,17.0,4.0,19.0,3.0,56.54,110.88
331,NYK,61.0,125.0,30.0,15.0,13.0,19.0,2.0,12.0,6.0,11.0,2.0,57.4,115.74
332,PHI,62.0,105.0,0.0,24.0,3.0,1.0,9.0,7.0,19.0,26.0,14.0,59.44,117.22
333,DEN,64.0,111.0,30.0,14.0,23.0,8.0,6.0,10.0,26.0,6.0,25.0,58.4,114.44
334,HOU,40.0,104.0,0.0,28.0,9.0,11.0,10.0,13.0,16.0,25.0,19.0,55.1,113.58
335,BKN,60.0,106.0,30.0,25.0,27.0,6.0,13.0,5.0,30.0,20.0,9.0,55.16,112.6
336,LAC,55.0,115.0,0.0,9.0,11.0,12.0,15.0,2.0,2.0,29.0,11.0,58.24,117.38
337,BOS,39.0,96.0,30.0,4.0,22.0,4.0,20.0,8.0,8.0,18.0,24.0,62.5,120.5
338,UTA,82.0,134.0,0.0,16.0,12.0,30.0,1.0,29.0,13.0,12.0,16.0,58.38,118.72
339,CHA,47.0,122.0,30.0,27.0,30.0,21.0,25.0,22.0,5.0,27.0,17.0,51.4,107.36
340,NOP,63.0,117.0,0.0,12.0,7.0,15.0,8.0,6.0,10.0,30.0,8.0,59.9,117.24
341,MIL,75.0,141.0,30.0,3.0,6.0,5.0,27.0,11.0,14.0,5.0,4.0,60.62,122.5
342,MIN,64.0,112.0,0.0,7.0,4.0,29.0,18.0,21.0,7.0,21.0,18.0,57.5,114.3
343,SAS,52.0,113.0,30.0,26.0,29.0,23.0,22.0,1.0,20.0,10.0,5.0,55.66,111.76
344,LAL,68.0,145.0,0.0,8.0,5.0,18.0,29.0,14.0,24.0,24.0,10.0,60.78,118.28
345,GSW,63.0,144.0,30.0,13.0,25.0,22.0,3.0,15.0,1.0,22.0,13.0,58.62,120.14
346,SAC,63.0,120.0,0.0,5.0,24.0,16.0,21.0,19.0,15.0,15.0,26.0,60.02,119.1
347,DAL,49.0,115.0,30.0,11.0,14.0,3.0,26.0,24.0,21.0,16.0,1.0,60.56,118.42
348,DAL,66.0,148.0,0.0,11.0,14.0,3.0,26.0,30.0,9.0,14.0,20.0,60.56,118.42
349,ATL,66.0,143.0,30.0,20.0,10.0,9.0,4.0,19.0,15.0,15.0,26.0,61.8,121.14
350,HOU,55.0,138.0,0.0,28.0,9.0,11.0,10.0,29.0,13.0,12.0,16.0,55.1,113.58
351,CHA,53.0,104.0,30.0,27.0,30.0,21.0,25.0,5.0,30.0,20.0,9.0,51.4,107.36
352,PHX,80.0,131.0,0.0,6.0,1.0,25.0,11.0,26.0,28.0,8.0,27.0,61.28,118.14
353,IND,70.0,133.0,30.0,1.0,26.0,13.0,19.0,9.0,11.0,23.0,22.0,61.52,123.16
354,LAC,66.0,127.0,0.0,9.0,11.0,12.0,15.0,28.0,3.0,17.0,21.0,58.24,117.38
355,TOR,52.0,107.0,30.0,17.0,15.0,10.0,16.0,8.0,8.0,18.0,24.0,56.66,115.14
356,ORL,59.0,106.0,0.0,18.0,2.0,26.0,7.0,16.0,17.0,2.0,23.0,55.8,112.06
357,MEM,68.0,107.0,30.0,29.0,21.0,24.0,23.0,18.0,27.0,3.0,6.0,52.46,106.66
358,CLE,54.0,112.0,0.0,10.0,19.0,20.0,12.0,6.0,10.0,30.0,8.0,58.5,115.54
359,MIL,57.0,100.0,30.0,3.0,6.0,5.0,27.0,4.0,12.0,9.0,12.0,60.62,122.5
360,OKC,50.0,107.0,0.0,2.0,18.0,2.0,28.0,11.0,14.0,5.0,4.0,60.36,122.08
361,NOP,41.0,83.0,30.0,12.0,7.0,15.0,8.0,3.0,23.0,1.0,29.0,59.9,117.24
362,POR,57.0,100.0,0.0,30.0,17.0,27.0,5.0,21.0,7.0,21.0,18.0,54.2,108.44
363,SAS,62.0,116.0,30.0,26.0,29.0,23.0,22.0,25.0,25.0,4.0,28.0,55.66,111.76
364,PHI,61.0,122.0,0.0,24.0,3.0,1.0,9.0,26.0,28.0,8.0,27.0,59.44,117.22
365,IND,73.0,134.0,30.0,1.0,26.0,13.0,19.0,10.0,26.0,6.0,25.0,61.52,123.16
366,UTA,64.0,123.0,0.0,16.0,12.0,30.0,1.0,23.0,22.0,13.0,30.0,58.38,118.72
367,WAS,56.0,108.0,30.0,23.0,28.0,17.0,30.0,22.0,5.0,27.0,17.0,57.12,114.22
368,MIN,60.0,96.0,0.0,7.0,4.0,29.0,18.0,13.0,16.0,25.0,19.0,57.5,114.3
369,BKN,48.0,94.0,30.0,25.0,27.0,6.0,13.0,1.0,20.0,10.0,5.0,55.16,112.6
370,BOS,77.0,143.0,0.0,4.0,22.0,4.0,20.0,12.0,6.0,11.0,2.0,62.5,120.5
371,MIA,64.0,110.0,30.0,21.0,8.0,14.0,24.0,2.0,2.0,29.0,11.0,56.54,110.88
372,DEN,41.0,84.0,0.0,14.0,23.0,8.0,6.0,17.0,4.0,19.0,3.0,58.4,114.44
373,NYK,62.0,122.0,30.0,15.0,13.0,19.0,2.0,7.0,19.0,26.0,14.0,57.4,115.74
374,SAC,75.0,134.0,0.0,5.0,24.0,16.0,21.0,14.0,24.0,24.0,10.0,60.02,119.1
375,GSW,72.0,133.0,30.0,13.0,25.0,22.0,3.0,24.0,21.0,16.0,1.0,58.62,120.14
376,CHI,57.0,132.0,0.0,19.0,20.0,7.0,14.0,15.0,1.0,22.0,13.0,53.38,112.54
377,LAL,73.0,141.0,30.0,8.0,5.0,18.0,29.0,20.0,18.0,7.0,15.0,60.78,118.28
378,CHA,52.0,106.0,0.0,27.0,30.0,21.0,25.0,27.0,29.0,28.0,7.0,51.4,107.36
379,DET,52.0,113.0,30.0,22.0,16.0,28.0,17.0,29.0,13.0,12.0,16.0,54.7,113.32
380,MIN,57.0,118.0,0.0,7.0,4.0,29.0,18.0,23.0,22.0,13.0,30.0,57.5,114.3
381,WAS,59.0,107.0,30.0,23.0,28.0,17.0,30.0,1.0,20.0,10.0,5.0,57.12,114.22
382,MEM,49.0,105.0,0.0,29.0,21.0,24.0,23.0,12.0,6.0,11.0,2.0,52.46,106.66
383,MIA,42.0,96.0,30.0,21.0,8.0,14.0,24.0,16.0,17.0,2.0,23.0,56.54,110.88
384,POR,57.0,137.0,0.0,30.0,17.0,27.0,5.0,5.0,30.0,20.0,9.0,54.2,108.44
385,HOU,63.0,131.0,30.0,28.0,9.0,11.0,10.0,25.0,25.0,4.0,28.0,55.1,113.58
386,CLE,51.0,116.0,0.0,10.0,19.0,20.0,12.0,6.0,10.0,30.0,8.0,58.5,115.54
387,MIL,61.0,126.0,30.0,3.0,6.0,5.0,27.0,4.0,12.0,9.0,12.0,60.62,122.5
388,PHX,57.0,132.0,0.0,6.0,1.0,25.0,11.0,19.0,15.0,15.0,26.0,61.28,118.14
389,DAL,58.0,109.0,30.0,11.0,14.0,3.0,26.0,9.0,11.0,23.0,22.0,60.56,118.42
390,OKC,63.0,140.0,0.0,2.0,18.0,2.0,28.0,21.0,7.0,21.0,18.0,60.36,122.08
391,SAS,52.0,114.0,30.0,26.0,29.0,23.0,22.0,3.0,23.0,1.0,29.0,55.66,111.76
392,ATL,68.0,112.0,0.0,20.0,10.0,9.0,4.0,14.0,24.0,24.0,10.0,61.8,121.14
393,GSW,69.0,134.0,30.0,13.0,25.0,22.0,3.0,30.0,9.0,14.0,20.0,58.62,120.14
394,DEN,54.0,114.0,0.0,14.0,23.0,8.0,6.0,26.0,28.0,8.0,27.0,58.4,114.44
395,IND,62.0,109.0,30.0,1.0,26.0,13.0,19.0,7.0,19.0,26.0,14.0,61.52,123.16
396,NYK,50.0,108.0,0.0,15.0,13.0,19.0,2.0,13.0,16.0,25.0,19.0,57.4,115.74
397,BKN,49.0,103.0,30.0,25.0,27.0,6.0,13.0,17.0,4.0,19.0,3.0,55.16,112.6
398,UTA,59.0,124.0,0.0,16.0,12.0,30.0,1.0,11.0,14.0,5.0,4.0,58.38,118.72
399,NOP,77.0,153.0,30.0,12.0,7.0,15.0,8.0,22.0,5.0,27.0,17.0,59.9,117.24
400,POR,66.0,109.0,0.0,30.0,17.0,27.0,5.0,3.0,23.0,1.0,29.0,54.2,108.44
401,OKC,58.0,111.0,30.0,2.0,18.0,2.0,28.0,25.0,25.0,4.0,28.0,60.36,122.08
402,LAL,64.0,116.0,0.0,8.0,5.0,18.0,29.0,8.0,8.0,18.0,24.0,60.78,118.28
403,LAC,77.0,127.0,30.0,9.0,11.0,12.0,15.0,15.0,1.0,22.0,13.0,58.24,117.38
404,MIL,58.0,122.0,0.0,3.0,6.0,5.0,27.0,27.0,29.0,28.0,7.0,60.62,122.5
405,DET,56.0,113.0,30.0,22.0,16.0,28.0,17.0,6.0,10.0,30.0,8.0,54.7,113.32
406,CLE,72.0,126.0,0.0,10.0,19.0,20.0,12.0,18.0,27.0,3.0,6.0,58.5,115.54
407,ORL,47.0,99.0,30.0,18.0,2.0,26.0,7.0,4.0,12.0,9.0,12.0,55.8,112.06
408,SAS,58.0,123.0,0.0,26.0,29.0,23.0,22.0,10.0,26.0,6.0,25.0,55.66,111.76
409,PHI,62.0,133.0,30.0,24.0,3.0,1.0,9.0,21.0,7.0,21.0,18.0,59.44,117.22
410,MEM,53.0,108.0,0.0,29.0,21.0,24.0,23.0,28.0,3.0,17.0,21.0,52.46,106.66
411,TOR,46.0,100.0,30.0,17.0,15.0,10.0,16.0,16.0,17.0,2.0,23.0,56.66,115.14
412,CHA,64.0,128.0,0.0,27.0,30.0,21.0,25.0,1.0,20.0,10.0,5.0,51.4,107.36
413,MIN,69.0,125.0,30.0,7.0,4.0,29.0,18.0,29.0,13.0,12.0,16.0,57.5,114.3
414,BOS,65.0,119.0,0.0,4.0,22.0,4.0,20.0,19.0,15.0,15.0,26.0,62.5,120.5
415,DAL,59.0,110.0,30.0,11.0,14.0,3.0,26.0,2.0,2.0,29.0,11.0,60.56,118.42
416,CHI,66.0,113.0,0.0,19.0,20.0,7.0,14.0,9.0,11.0,23.0,22.0,53.38,112.54
417,PHX,49.0,115.0,30.0,6.0,1.0,25.0,11.0,20.0,18.0,7.0,15.0,61.28,118.14
418,ATL,40.0,107.0,0.0,20.0,10.0,9.0,4.0,24.0,21.0,16.0,1.0,61.8,121.14
419,SAC,57.0,122.0,30.0,5.0,24.0,16.0,21.0,30.0,9.0,14.0,20.0,60.02,119.1
420,BKN,61.0,114.0,0.0,25.0,27.0,6.0,13.0,8.0,8.0,18.0,24.0,55.16,112.6
421,LAC,49.0,125.0,30.0,9.0,11.0,12.0,15.0,13.0,16.0,25.0,19.0,58.24,117.38
422,MIA,46.0,87.0,0.0,21.0,8.0,14.0,24.0,18.0,27.0,3.0,6.0,56.54,110.88
423,ORL,48.0,105.0,30.0,18.0,2.0,26.0,7.0,12.0,6.0,11.0,2.0,55.8,112.06
424,DEN,62.0,113.0,0.0,14.0,23.0,8.0,6.0,23.0,22.0,13.0,30.0,58.4,114.44
425,WAS,52.0,104.0,30.0,23.0,28.0,17.0,30.0,7.0,19.0,26.0,14.0,57.12,114.22
426,BOS,70.0,116.0,0.0,4.0,22.0,4.0,20.0,5.0,30.0,20.0,9.0,62.5,120.5
427,HOU,55.0,107.0,30.0,28.0,9.0,11.0,10.0,2.0,2.0,29.0,11.0,55.1,113.58
428,IND,61.0,110.0,0.0,1.0,26.0,13.0,19.0,9.0,11.0,23.0,22.0,61.52,123.16
429,PHX,65.0,117.0,30.0,6.0,1.0,25.0,11.0,26.0,28.0,8.0,27.0,61.28,118.14
430,POR,54.0,110.0,0.0,30.0,17.0,27.0,5.0,15.0,1.0,22.0,13.0,54.2,108.44
431,LAL,67.0,134.0,30.0,8.0,5.0,18.0,29.0,25.0,25.0,4.0,28.0,60.78,118.28
432,MIL,70.0,141.0,0.0,3.0,6.0,5.0,27.0,27.0,29.0,28.0,7.0,60.62,122.5
433,DET,67.0,135.0,30.0,22.0,16.0,28.0,17.0,6.0,10.0,30.0,8.0,54.7,113.32
434,PHI,46.0,97.0,0.0,24.0,3.0,1.0,9.0,29.0,13.0,12.0,16.0,59.44,117.22
435,CHA,45.0,89.0,30.0,27.0,30.0,21.0,25.0,10.0,26.0,6.0,25.0,51.4,107.36
436,SAS,72.0,131.0,0.0,26.0,29.0,23.0,22.0,23.0,22.0,13.0,30.0,55.66,111.76
437,WAS,66.0,127.0,30.0,23.0,28.0,17.0,30.0,21.0,7.0,21.0,18.0,57.12,114.22
438,CLE,59.0,116.0,0.0,10.0,19.0,20.0,12.0,30.0,9.0,14.0,20.0,58.5,115.54
439,ATL,45.0,95.0,30.0,20.0,10.0,9.0,4.0,4.0,12.0,9.0,12.0,61.8,121.14
440,TOR,57.0,100.0,0.0,17.0,15.0,10.0,16.0,17.0,4.0,19.0,3.0,56.66,115.14
441,NYK,59.0,126.0,30.0,15.0,13.0,19.0,2.0,28.0,3.0,17.0,21.0,57.4,115.74
442,MEM,40.0,96.0,0.0,29.0,21.0,24.0,23.0,20.0,18.0,7.0,15.0,52.46,106.66
443,CHI,50.0,125.0,30.0,19.0,20.0,7.0,14.0,16.0,17.0,2.0,23.0,53.38,112.54
444,UTA,51.0,126.0,0.0,16.0,12.0,30.0,1.0,5.0,30.0,20.0,9.0,58.38,118.72
445,HOU,64.0,127.0,30.0,28.0,9.0,11.0,10.0,22.0,5.0,27.0,17.0,55.1,113.58
446,OKC,57.0,102.0,0.0,2.0,18.0,2.0,28.0,1.0,20.0,10.0,5.0,60.36,122.08
447,MIN,54.0,97.0,30.0,7.0,4.0,29.0,18.0,3.0,23.0,1.0,29.0,57.5,114.3
448,SAS,58.0,120.0,0.0,26.0,29.0,23.0,22.0,29.0,13.0,12.0,16.0,55.66,111.76
449,CHA,66.0,124.0,30.0,27.0,30.0,21.0,25.0,21.0,7.0,21.0,18.0,51.4,107.36
450,PHI,68.0,124.0,0.0,24.0,3.0,1.0,9.0,18.0,27.0,3.0,6.0,59.44,117.22
451,ORL,60.0,109.0,30.0,18.0,2.0,26.0,7.0,10.0,26.0,6.0,25.0,55.8,112.06
452,DEN,55.0,102.0,0.0,14.0,23.0,8.0,6.0,2.0,2.0,29.0,11.0,58.4,114.44
453,BOS,61.0,100.0,30.0,4.0,22.0,4.0,20.0,7.0,19.0,26.0,14.0,62.5,120.5
454,ATL,57.0,109.0,0.0,20.0,10.0,9.0,4.0,12.0,6.0,11.0,2.0,61.8,121.14
455,MIA,56.0,108.0,30.0,21.0,8.0,14.0,24.0,30.0,9.0,14.0,20.0,56.54,110.88
456,PHX,69.0,123.0,0.0,6.0,1.0,25.0,11.0,11.0,14.0,5.0,4.0,61.28,118.14
457,NOP,52.0,109.0,30.0,12.0,7.0,15.0,8.0,9.0,11.0,23.0,22.0,59.9,117.24
458,IND,53.0,115.0,0.0,1.0,26.0,13.0,19.0,25.0,25.0,4.0,28.0,61.52,123.16
459,POR,64.0,118.0,30.0,30.0,17.0,27.0,5.0,26.0,28.0,8.0,27.0,54.2,108.44
460,BKN,62.0,130.0,0.0,25.0,27.0,6.0,13.0,15.0,1.0,22.0,13.0,55.16,112.6
461,LAL,68.0,112.0,30.0,8.0,5.0,18.0,29.0,13.0,16.0,25.0,19.0,60.78,118.28
462,WAS,45.0,109.0,0.0,23.0,28.0,17.0,30.0,17.0,4.0,19.0,3.0,57.12,114.22
463,NYK,46.0,113.0,30.0,15.0,13.0,19.0,2.0,23.0,22.0,13.0,30.0,57.4,115.74
464,CHI,63.0,116.0,0.0,19.0,20.0,7.0,14.0,28.0,3.0,17.0,21.0,53.38,112.54
465,TOR,58.0,110.0,30.0,17.0,15.0,10.0,16.0,20.0,18.0,7.0,15.0,56.66,115.14
466,OKC,76.0,134.0,0.0,2.0,18.0,2.0,28.0,22.0,5.0,27.0,17.0,60.36,122.08
467,UTA,67.0,129.0,30.0,16.0,12.0,30.0,1.0,3.0,23.0,1.0,29.0,58.38,118.72
468,MEM,55.0,103.0,0.0,29.0,21.0,24.0,23.0,1.0,20.0,10.0,5.0,52.46,106.66
469,MIN,50.0,118.0,30.0,7.0,4.0,29.0,18.0,16.0,17.0,2.0,23.0,57.5,114.3
470,IND,70.0,126.0,0.0,1.0,26.0,13.0,19.0,24.0,21.0,16.0,1.0,61.52,123.16
471,SAC,57.0,121.0,30.0,5.0,24.0,16.0,21.0,26.0,28.0,8.0,27.0,60.02,119.1
472,MIN,70.0,124.0,0.0,7.0,4.0,29.0,18.0,27.0,29.0,28.0,7.0,57.5,114.3
473,DET,62.0,117.0,30.0,22.0,16.0,28.0,17.0,1.0,20.0,10.0,5.0,54.7,113.32
474,ORL,51.0,104.0,0.0,18.0,2.0,26.0,7.0,30.0,9.0,14.0,20.0,55.8,112.06
