,TEAM,PTS_1H,PTS,HOME,EFG_PCT_RANK_LAST10,FTA_RATE_RANK_LAST10,TOV_PCT_RANK_LAST10,OREB_PCT_RANK_LAST10,OPP_EFG_PCT_RANK_LAST10,OPP_FTA_RATE_RANK_LAST10,OPP_TOV_PCT_RANK_LAST10,OPP_OREB_PCT_RANK_LAST10,PTS_1H_AVG,PTS_AVG
237,DET,59.0,125.0,30.0,17.0,18.0,26.0,11.0,14.0,3.0,18.0,24.0,54.9,115.8
238,MIA,56.0,110.0,0.0,20.0,12.0,5.0,18.0,25.0,22.0,24.0,21.0,55.3,110.6
239,WAS,59.0,102.0,30.0,29.0,29.0,22.0,16.0,4.0,7.0,11.0,3.0,58.5,111.7
240,PHX,63.0,120.0,0.0,5.0,1.0,27.0,17.0,28.0,9.0,27.0,16.0,63.6,122.0
241,ATL,66.0,129.0,30.0,16.0,9.0,2.0,10.0,8.0,16.0,12.0,27.0,63.8,126.4
242,SAC,71.0,133.0,0.0,8.0,19.0,13.0,23.0,18.0,19.0,9.0,25.0,61.6,119.4
243,IND,64.0,122.0,30.0,4.0,23.0,11.0,30.0,29.0,25.0,17.0,2.0,61.6,119.0
244,TOR,47.0,106.0,0.0,25.0,16.0,16.0,13.0,12.0,26.0,14.0,19.0,56.7,112.6
245,HOU,66.0,135.0,30.0,28.0,6.0,23.0,4.0,21.0,5.0,20.0,28.0,55.0,110.7
247,MEM,47.0,101.0,30.0,23.0,27.0,28.0,25.0,5.0,17.0,13.0,9.0,52.7,103.8
248,ORL,54.0,108.0,0.0,9.0,10.0,29.0,8.0,1.0,30.0,8.0,7.0,57.1,113.9
249,MIN,59.0,106.0,30.0,10.0,8.0,17.0,9.0,19.0,29.0,2.0,5.0,57.1,117.4
250,CHA,42.0,106.0,0.0,22.0,25.0,21.0,28.0,11.0,8.0,7.0,23.0,49.4,107.1
251,OKC,73.0,126.0,30.0,2.0,15.0,10.0,24.0,13.0,11.0,4.0,4.0,61.2,122.5
252,NOP,58.0,114.0,0.0,14.0,17.0,14.0,6.0,23.0,4.0,16.0,8.0,61.2,114.5
253,SAS,65.0,113.0,30.0,30.0,21.0,24.0,14.0,10.0,20.0,1.0,20.0,53.8,108.5
254,POR,55.0,108.0,0.0,27.0,5.0,25.0,7.0,7.0,18.0,22.0,18.0,54.6,107.4
255,DEN,59.0,120.0,30.0,21.0,24.0,15.0,5.0,16.0,21.0,21.0,30.0,57.4,111.5
256,LAL,60.0,114.0,0.0,7.0,4.0,1.0,29.0,2.0,6.0,29.0,17.0,64.8,121.4
257,BOS,46.0,105.0,30.0,1.0,28.0,8.0,19.0,9.0,1.0,28.0,29.0,64.0,123.4
258,IND,58.0,105.0,0.0,4.0,23.0,11.0,30.0,27.0,15.0,6.0,6.0,61.6,119.0
259,NYK,51.0,109.0,30.0,24.0,22.0,4.0,3.0,18.0,19.0,9.0,25.0,55.6,110.0
260,CLE,51.0,108.0,0.0,6.0,13.0,12.0,21.0,20.0,14.0,3.0,26.0,58.0,114.7
261,MEM,58.0,101.0,30.0,23.0,27.0,28.0,25.0,3.0,2.0,23.0,15.0,52.7,103.8
262,PHI,71.0,127.0,0.0,26.0,20.0,3.0,12.0,30.0,13.0,30.0,13.0,56.6,112.1
263,UTA,61.0,124.0,30.0,19.0,7.0,30.0,1.0,22.0,28.0,19.0,14.0,59.4,117.6
264,CHI,57.0,117.0,0.0,15.0,11.0,7.0,15.0,13.0,11.0,4.0,4.0,54.5,115.1
266,DET,57.0,121.0,0.0,17.0,18.0,26.0,11.0,3.0,2.0,23.0,15.0,54.9,115.8
268,LAC,66.0,125.0,0.0,11.0,3.0,19.0,20.0,25.0,22.0,24.0,21.0,55.3,116.9
269,WAS,60.0,109.0,30.0,29.0,29.0,22.0,16.0,14.0,3.0,18.0,24.0,58.5,111.7
270,SAC,55.0,106.0,0.0,8.0,19.0,13.0,23.0,4.0,7.0,11.0,3.0,61.6,119.4
271,MIA,59.0,115.0,30.0,20.0,12.0,5.0,18.0,29.0,25.0,17.0,2.0,55.3,110.6
272,NOP,61.0,110.0,0.0,14.0,17.0,14.0,6.0,12.0,26.0,14.0,19.0,61.2,114.5
273,HOU,54.0,99.0,30.0,28.0,6.0,23.0,4.0,10.0,20.0,1.0,20.0,55.0,110.7
274,DAL,48.0,87.0,0.0,3.0,2.0,20.0,26.0,1.0,30.0,8.0,7.0,58.9,119.1
275,MIN,52.0,121.0,30.0,10.0,8.0,17.0,9.0,6.0,10.0,25.0,12.0,57.1,117.4
276,ORL,57.0,108.0,0.0,9.0,10.0,29.0,8.0,23.0,4.0,16.0,8.0,57.1,113.9
277,SAS,51.0,98.0,30.0,30.0,21.0,24.0,14.0,19.0,29.0,2.0,5.0,53.8,108.5
278,DEN,51.0,100.0,0.0,21.0,24.0,15.0,5.0,11.0,8.0,7.0,23.0,57.4,111.5
279,OKC,47.0,105.0,30.0,2.0,15.0,10.0,24.0,7.0,18.0,22.0,18.0,61.2,122.5
280,PHX,64.0,136.0,0.0,5.0,1.0,27.0,17.0,26.0,23.0,15.0,22.0,63.6,122.0
281,BKN,61.0,120.0,30.0,18.0,26.0,6.0,22.0,8.0,16.0,12.0,27.0,54.3,111.5
282,MIL,65.0,116.0,0.0,13.0,14.0,9.0,27.0,16.0,21.0,21.0,30.0,57.6,111.5
283,POR,67.0,119.0,30.0,27.0,5.0,25.0,7.0,15.0,12.0,5.0,10.0,54.6,107.4
284,LAL,56.0,122.0,0.0,7.0,4.0,1.0,29.0,28.0,9.0,27.0,16.0,64.8,121.4
285,ATL,67.0,138.0,30.0,16.0,9.0,2.0,10.0,9.0,1.0,28.0,29.0,63.8,126.4
286,IND,66.0,124.0,0.0,4.0,23.0,11.0,30.0,2.0,6.0,29.0,17.0,61.6,119.0
287,BOS,81.0,129.0,30.0,1.0,28.0,8.0,19.0,18.0,19.0,9.0,25.0,64.0,123.4
288,UTA,49.0,103.0,0.0,19.0,7.0,30.0,1.0,27.0,15.0,6.0,6.0,59.4,117.6
289,NYK,57.0,118.0,30.0,24.0,22.0,4.0,3.0,30.0,13.0,30.0,13.0,55.6,110.0
291,CHI,63.0,107.0,30.0,15.0,11.0,7.0,15.0,21.0,5.0,20.0,28.0,54.5,115.1
294,NYK,46.0,113.0,0.0,24.0,22.0,4.0,3.0,13.0,11.0,4.0,4.0,55.6,110.0
299,BOS,50.0,118.0,30.0,1.0,28.0,8.0,19.0,10.0,20.0,1.0,20.0,64.0,123.4
300,UTA,57.0,114.0,0.0,19.0,7.0,30.0,1.0,26.0,23.0,15.0,22.0,59.4,117.6
301,BKN,71.0,147.0,30.0,18.0,26.0,6.0,22.0,30.0,13.0,30.0,13.0,54.3,111.5
303,MIA,49.0,105.0,30.0,20.0,12.0,5.0,18.0,8.0,16.0,12.0,27.0,55.3,110.6
308,MIN,49.0,107.0,0.0,10.0,8.0,17.0,9.0,11.0,8.0,7.0,23.0,57.1,117.4
309,OKC,47.0,101.0,30.0,2.0,15.0,10.0,24.0,1.0,30.0,8.0,7.0,61.2,122.5
312,ORL,77.0,129.0,0.0,9.0,10.0,29.0,8.0,6.0,10.0,25.0,12.0,57.1,113.9
313,DAL,61.0,131.0,30.0,3.0,2.0,20.0,26.0,19.0,29.0,2.0,5.0,58.9,119.1
315,DEN,56.0,113.0,30.0,21.0,24.0,15.0,5.0,15.0,12.0,5.0,10.0,57.4,111.5
317,POR,58.0,130.0,30.0,27.0,5.0,25.0,7.0,22.0,28.0,19.0,14.0,54.6,107.4
319,DET,70.0,120.0,30.0,17.0,18.0,26.0,11.0,11.0,8.0,7.0,23.0,54.9,115.8
326,CHI,53.0,104.0,0.0,15.0,11.0,7.0,15.0,16.0,21.0,21.0,30.0,54.5,115.1
327,POR,42.0,96.0,30.0,27.0,5.0,25.0,7.0,17.0,24.0,10.0,10.0,54.6,107.4
