,TEAM,PTS_1H,PTS,HOME,EFG_PCT_RANK_LAST10,FTA_RATE_RANK_LAST10,TOV_PCT_RANK_LAST10,OREB_PCT_RANK_LAST10,OPP_EFG_PCT_RANK_LAST10,OPP_FTA_RATE_RANK_LAST10,OPP_TOV_PCT_RANK_LAST10,OPP_OREB_PCT_RANK_LAST10,PTS_1H_AVG,PTS_AVG
54,NYK,55.0,100.0,0.0,24.0,22.0,4.0,3.0,19.0,29.0,2.0,5.0,55.6,110.0
55,ORL,65.0,118.0,30.0,9.0,10.0,29.0,8.0,27.0,15.0,6.0,6.0,57.1,113.9
56,MIA,60.0,109.0,0.0,20.0,12.0,5.0,18.0,22.0,28.0,19.0,14.0,55.3,110.6
57,PHI,62.0,104.0,30.0,26.0,20.0,3.0,12.0,4.0,7.0,11.0,3.0,56.6,112.1
58,BKN,32.0,86.0,0.0,18.0,26.0,6.0,22.0,2.0,6.0,29.0,17.0,54.3,111.5
59,BOS,68.0,136.0,30.0,1.0,28.0,8.0,19.0,26.0,23.0,15.0,22.0,64.0,123.4
60,CHI,49.0,105.0,0.0,15.0,11.0,7.0,15.0,3.0,2.0,23.0,15.0,54.5,115.1
61,CLE,43.0,108.0,30.0,6.0,13.0,12.0,21.0,17.0,24.0,10.0,10.0,58.0,114.7
62,IND,65.0,127.0,0.0,4.0,23.0,11.0,30.0,21.0,5.0,20.0,28.0,61.6,119.0
63,TOR,71.0,125.0,30.0,25.0,16.0,16.0,13.0,18.0,19.0,9.0,25.0,56.7,112.6
64,HOU,49.0,113.0,0.0,28.0,6.0,23.0,4.0,20.0,14.0,3.0,26.0,55.0,110.7
65,MEM,58.0,121.0,30.0,23.0,27.0,28.0,25.0,12.0,26.0,14.0,19.0,52.7,103.8
66,WAS,60.0,126.0,0.0,29.0,29.0,22.0,16.0,10.0,20.0,1.0,20.0,58.5,111.7
67,NOP,68.0,133.0,30.0,14.0,17.0,14.0,6.0,25.0,22.0,24.0,21.0,61.2,114.5
68,SAS,51.0,93.0,0.0,30.0,21.0,24.0,14.0,6.0,10.0,25.0,12.0,53.8,108.5
69,DAL,56.0,116.0,30.0,3.0,2.0,20.0,26.0,23.0,4.0,16.0,8.0,58.9,119.1
70,SAC,41.0,102.0,0.0,8.0,19.0,13.0,23.0,7.0,18.0,22.0,18.0,61.6,119.4
71,DEN,53.0,98.0,30.0,21.0,24.0,15.0,5.0,29.0,25.0,17.0,2.0,57.4,111.5
72,DET,41.0,100.0,0.0,17.0,18.0,26.0,11.0,8.0,16.0,12.0,27.0,54.9,115.8
73,PHX,70.0,116.0,30.0,5.0,1.0,27.0,17.0,24.0,27.0,26.0,1.0,63.6,122.0
74,LAL,70.0,138.0,0.0,7.0,4.0,1.0,29.0,30.0,13.0,30.0,13.0,64.8,121.4
75,UTA,69.0,122.0,30.0,19.0,7.0,30.0,1.0,9.0,1.0,28.0,29.0,59.4,117.6
76,LAC,52.0,130.0,0.0,11.0,3.0,19.0,20.0,5.0,17.0,13.0,9.0,55.3,116.9
77,GSW,59.0,125.0,30.0,12.0,30.0,18.0,2.0,14.0,3.0,18.0,24.0,60.0,123.3
78,BOS,72.0,118.0,0.0,1.0,28.0,8.0,19.0,26.0,23.0,15.0,22.0,64.0,123.4
79,BKN,57.0,110.0,30.0,18.0,26.0,6.0,22.0,2.0,6.0,29.0,17.0,54.3,111.5
80,OKC,60.0,127.0,0.0,2.0,15.0,10.0,24.0,19.0,29.0,2.0,5.0,61.2,122.5
81,ORL,52.0,113.0,30.0,9.0,10.0,29.0,8.0,11.0,8.0,7.0,23.0,57.1,113.9
82,MIA,69.0,123.0,0.0,20.0,12.0,5.0,18.0,15.0,12.0,5.0,10.0,55.3,110.6
83,MIL,52.0,97.0,30.0,13.0,14.0,9.0,27.0,4.0,7.0,11.0,3.0,57.6,111.5
84,SAC,67.0,125.0,0.0,8.0,19.0,13.0,23.0,8.0,16.0,12.0,27.0,61.6,119.4
85,PHX,64.0,130.0,30.0,5.0,1.0,27.0,17.0,29.0,25.0,17.0,2.0,63.6,122.0
86,MIN,59.0,121.0,0.0,10.0,8.0,17.0,9.0,16.0,21.0,21.0,30.0,57.1,117.4
87,POR,51.0,109.0,30.0,27.0,5.0,25.0,7.0,1.0,30.0,8.0,7.0,54.6,107.4
88,DET,48.0,111.0,0.0,17.0,18.0,26.0,11.0,9.0,1.0,28.0,29.0,54.9,115.8
89,LAL,71.0,125.0,30.0,7.0,4.0,1.0,29.0,24.0,27.0,26.0,1.0,64.8,121.4
90,IND,49.0,102.0,0.0,4.0,23.0,11.0,30.0,13.0,11.0,4.0,4.0,61.6,119.0
91,CHA,48.0,111.0,30.0,22.0,25.0,21.0,28.0,18.0,19.0,9.0,25.0,49.4,107.1
92,PHI,66.0,123.0,0.0,26.0,20.0,3.0,12.0,3.0,2.0,23.0,15.0,56.6,112.1
93,CLE,62.0,121.0,30.0,6.0,13.0,12.0,21.0,22.0,28.0,19.0,14.0,58.0,114.7
94,CHI,60.0,136.0,0.0,15.0,11.0,7.0,15.0,28.0,9.0,27.0,16.0,54.5,115.1
95,ATL,59.0,126.0,30.0,16.0,9.0,2.0,10.0,17.0,24.0,10.0,10.0,63.8,126.4
96,SAS,67.0,122.0,0.0,30.0,21.0,24.0,14.0,21.0,5.0,20.0,28.0,53.8,108.5
97,TOR,50.0,99.0,30.0,25.0,16.0,16.0,13.0,23.0,4.0,16.0,8.0,56.7,112.6
98,NYK,43.0,103.0,0.0,24.0,22.0,4.0,3.0,12.0,26.0,14.0,19.0,55.6,110.0
99,HOU,57.0,105.0,30.0,28.0,6.0,23.0,4.0,27.0,15.0,6.0,6.0,55.0,110.7
100,NOP,61.0,96.0,0.0,14.0,17.0,14.0,6.0,20.0,14.0,3.0,26.0,61.2,114.5
101,MEM,47.0,87.0,30.0,23.0,27.0,28.0,25.0,10.0,20.0,1.0,20.0,52.7,103.8
102,DEN,44.0,95.0,0.0,21.0,24.0,15.0,5.0,15.0,12.0,5.0,10.0,57.4,111.5
103,MIL,60.0,112.0,30.0,13.0,14.0,9.0,27.0,7.0,18.0,22.0,18.0,57.6,111.5
104,WAS,58.0,104.0,0.0,29.0,29.0,22.0,16.0,6.0,10.0,25.0,12.0,58.5,111.7
105,DAL,51.0,112.0,30.0,3.0,2.0,20.0,26.0,25.0,22.0,24.0,21.0,58.9,119.1
106,GSW,63.0,129.0,0.0,12.0,30.0,18.0,2.0,30.0,13.0,30.0,13.0,60.0,123.3
107,UTA,55.0,107.0,30.0,19.0,7.0,30.0,1.0,5.0,17.0,13.0,9.0,59.4,117.6
108,MIN,49.0,121.0,0.0,10.0,8.0,17.0,9.0,14.0,3.0,18.0,24.0,57.1,117.4
109,LAC,53.0,100.0,30.0,11.0,3.0,19.0,20.0,1.0,30.0,8.0,7.0,55.3,116.9
110,BOS,59.0,110.0,0.0,1.0,28.0,8.0,19.0,4.0,7.0,11.0,3.0,64.0,123.4
111,MIA,50.0,106.0,30.0,20.0,12.0,5.0,18.0,2.0,6.0,29.0,17.0,55.3,110.6
112,SAC,57.0,113.0,0.0,8.0,19.0,13.0,23.0,11.0,8.0,7.0,23.0,61.6,119.4
113,OKC,67.0,127.0,30.0,2.0,15.0,10.0,24.0,29.0,25.0,17.0,2.0,61.2,122.5
114,OKC,62.0,111.0,0.0,2.0,15.0,10.0,24.0,6.0,10.0,25.0,12.0,61.2,122.5
115,DAL,71.0,146.0,30.0,3.0,2.0,20.0,26.0,11.0,8.0,7.0,23.0,58.9,119.1
116,DET,58.0,106.0,0.0,17.0,18.0,26.0,11.0,14.0,3.0,18.0,24.0,54.9,115.8
117,LAC,49.0,112.0,30.0,11.0,3.0,19.0,20.0,24.0,27.0,26.0,1.0,55.3,116.9
118,SAS,48.0,103.0,0.0,30.0,21.0,24.0,14.0,26.0,23.0,15.0,22.0,53.8,108.5
119,BKN,60.0,123.0,30.0,18.0,26.0,6.0,22.0,23.0,4.0,16.0,8.0,54.3,111.5
120,MEM,49.0,106.0,0.0,23.0,27.0,28.0,25.0,13.0,11.0,4.0,4.0,52.7,103.8
121,CHA,58.0,115.0,30.0,22.0,25.0,21.0,28.0,20.0,14.0,3.0,26.0,49.4,107.1
122,CHI,50.0,108.0,0.0,15.0,11.0,7.0,15.0,19.0,29.0,2.0,5.0,54.5,115.1
123,ORL,52.0,114.0,30.0,9.0,10.0,29.0,8.0,17.0,24.0,10.0,10.0,57.1,113.9
124,PHI,59.0,119.0,0.0,26.0,20.0,3.0,12.0,25.0,22.0,24.0,21.0,56.6,112.1
125,WAS,56.0,113.0,30.0,29.0,29.0,22.0,16.0,22.0,28.0,19.0,14.0,58.5,111.7
126,HOU,49.0,113.0,0.0,28.0,6.0,23.0,4.0,28.0,9.0,27.0,16.0,55.0,110.7
127,ATL,57.0,122.0,30.0,16.0,9.0,2.0,10.0,12.0,26.0,14.0,19.0,63.8,126.4
128,IND,61.0,125.0,0.0,4.0,23.0,11.0,30.0,27.0,15.0,6.0,6.0,61.6,119.0
129,NYK,58.0,111.0,30.0,24.0,22.0,4.0,3.0,18.0,19.0,9.0,25.0,55.6,110.0
130,CLE,67.0,119.0,0.0,6.0,13.0,12.0,21.0,21.0,5.0,20.0,28.0,58.0,114.7
131,TOR,47.0,95.0,30.0,25.0,16.0,16.0,13.0,3.0,2.0,23.0,15.0,56.7,112.6
132,PHX,58.0,112.0,0.0,5.0,1.0,27.0,17.0,5.0,17.0,13.0,9.0,63.6,122.0
133,GSW,59.0,113.0,30.0,12.0,30.0,18.0,2.0,8.0,16.0,12.0,27.0,60.0,123.3
134,NOP,47.0,93.0,0.0,14.0,17.0,14.0,6.0,16.0,21.0,21.0,30.0,61.2,114.5
135,POR,40.0,84.0,30.0,27.0,5.0,25.0,7.0,10.0,20.0,1.0,20.0,54.6,107.4
136,ATL,73.0,127.0,0.0,16.0,9.0,2.0,10.0,22.0,28.0,19.0,14.0,63.8,126.4
137,PHI,56.0,121.0,30.0,26.0,20.0,3.0,12.0,28.0,9.0,27.0,16.0,56.6,112.1
138,WAS,71.0,129.0,0.0,29.0,29.0,22.0,16.0,2.0,6.0,29.0,17.0,58.5,111.7
139,BOS,64.0,133.0,30.0,1.0,28.0,8.0,19.0,25.0,22.0,24.0,21.0,64.0,123.4
140,HOU,49.0,104.0,0.0,28.0,6.0,23.0,4.0,21.0,5.0,20.0,28.0,55.0,110.7
141,TOR,61.0,107.0,30.0,25.0,16.0,16.0,13.0,12.0,26.0,14.0,19.0,56.7,112.6
142,CHA,38.0,84.0,0.0,22.0,25.0,21.0,28.0,15.0,12.0,5.0,10.0,49.4,107.1
143,MIL,66.0,120.0,30.0,13.0,14.0,9.0,27.0,13.0,11.0,4.0,4.0,57.6,111.5
144,DEN,57.0,106.0,0.0,21.0,24.0,15.0,5.0,29.0,25.0,17.0,2.0,57.4,111.5
145,SAC,67.0,135.0,30.0,8.0,19.0,13.0,23.0,7.0,18.0,22.0,18.0,61.6,119.4
146,NOP,74.0,122.0,0.0,14.0,17.0,14.0,6.0,9.0,1.0,28.0,29.0,61.2,114.5
147,LAL,87.0,139.0,30.0,7.0,4.0,1.0,29.0,10.0,20.0,1.0,20.0,64.8,121.4
148,GSW,70.0,131.0,0.0,12.0,30.0,18.0,2.0,18.0,19.0,9.0,25.0,60.0,123.3
149,IND,58.0,109.0,30.0,4.0,23.0,11.0,30.0,5.0,17.0,13.0,9.0,61.6,119.0
150,SAS,44.0,111.0,0.0,30.0,21.0,24.0,14.0,19.0,29.0,2.0,5.0,53.8,108.5
151,ORL,61.0,127.0,30.0,9.0,10.0,29.0,8.0,23.0,4.0,16.0,8.0,57.1,113.9
152,CLE,59.0,118.0,0.0,6.0,13.0,12.0,21.0,26.0,23.0,15.0,22.0,58.0,114.7
153,BKN,51.0,95.0,30.0,18.0,26.0,6.0,22.0,3.0,2.0,23.0,15.0,54.3,111.5
154,DAL,59.0,122.0,0.0,3.0,2.0,20.0,26.0,27.0,15.0,6.0,6.0,58.9,119.1
155,NYK,48.0,108.0,30.0,24.0,22.0,4.0,3.0,6.0,10.0,25.0,12.0,55.6,110.0
156,CHI,52.0,118.0,0.0,15.0,11.0,7.0,15.0,20.0,14.0,3.0,26.0,54.5,115.1
157,MEM,56.0,110.0,30.0,23.0,27.0,28.0,25.0,17.0,24.0,10.0,10.0,52.7,103.8
158,MIN,63.0,129.0,0.0,10.0,8.0,17.0,9.0,15.0,12.0,5.0,10.0,57.1,117.4
159,MIL,53.0,105.0,30.0,13.0,14.0,9.0,27.0,1.0,30.0,8.0,7.0,57.6,111.5
160,UTA,66.0,115.0,0.0,19.0,7.0,30.0,1.0,8.0,16.0,12.0,27.0,59.4,117.6
161,PHX,75.0,129.0,30.0,5.0,1.0,27.0,17.0,30.0,13.0,30.0,13.0,63.6,122.0
162,DEN,59.0,114.0,0.0,21.0,24.0,15.0,5.0,9.0,1.0,28.0,29.0,57.4,111.5
163,LAL,49.0,106.0,30.0,7.0,4.0,1.0,29.0,7.0,18.0,22.0,18.0,64.8,121.4
164,DET,56.0,128.0,0.0,17.0,18.0,26.0,11.0,16.0,21.0,21.0,30.0,54.9,115.8
165,POR,71.0,122.0,30.0,27.0,5.0,25.0,7.0,24.0,27.0,26.0,1.0,54.6,107.4
166,TOR,54.0,123.0,0.0,25.0,16.0,16.0,13.0,13.0,11.0,4.0,4.0,56.7,112.6
167,CHA,60.0,117.0,30.0,22.0,25.0,21.0,28.0,21.0,5.0,20.0,28.0,49.4,107.1
168,CLE,57.0,114.0,0.0,6.0,13.0,12.0,21.0,25.0,22.0,24.0,21.0,58.0,114.7
169,WAS,57.0,106.0,30.0,29.0,29.0,22.0,16.0,3.0,2.0,23.0,15.0,58.5,111.7
170,GSW,48.0,127.0,0.0,12.0,30.0,18.0,2.0,22.0,28.0,19.0,14.0,60.0,123.3
171,PHI,45.0,104.0,30.0,26.0,20.0,3.0,12.0,5.0,17.0,13.0,9.0,56.6,112.1
172,ATL,67.0,117.0,0.0,16.0,9.0,2.0,10.0,2.0,6.0,29.0,17.0,63.8,126.4
173,BOS,71.0,125.0,30.0,1.0,28.0,8.0,19.0,28.0,9.0,27.0,16.0,64.0,123.4
174,SAS,51.0,104.0,0.0,30.0,21.0,24.0,14.0,4.0,7.0,11.0,3.0,53.8,108.5
175,MIA,53.0,116.0,30.0,20.0,12.0,5.0,18.0,23.0,4.0,16.0,8.0,55.3,110.6
176,NOP,55.0,117.0,0.0,14.0,17.0,14.0,6.0,14.0,3.0,18.0,24.0,61.2,114.5
177,LAC,47.0,106.0,30.0,11.0,3.0,19.0,20.0,10.0,20.0,1.0,20.0,55.3,116.9
178,DET,70.0,133.0,0.0,17.0,18.0,26.0,11.0,29.0,25.0,17.0,2.0,54.9,115.8
179,SAC,63.0,120.0,30.0,8.0,19.0,13.0,23.0,24.0,27.0,26.0,1.0,61.6,119.4
180,HOU,75.0,129.0,0.0,28.0,6.0,23.0,4.0,18.0,19.0,9.0,25.0,55.0,110.7
181,IND,68.0,132.0,30.0,4.0,23.0,11.0,30.0,12.0,26.0,14.0,19.0,61.6,119.0
182,DAL,65.0,119.0,0.0,3.0,2.0,20.0,26.0,26.0,23.0,15.0,22.0,58.9,119.1
183,BKN,47.0,107.0,30.0,18.0,26.0,6.0,22.0,6.0,10.0,25.0,12.0,54.3,111.5
184,ORL,49.0,95.0,0.0,9.0,10.0,29.0,8.0,4.0,7.0,11.0,3.0,57.1,113.9
185,MIA,56.0,121.0,30.0,20.0,12.0,5.0,18.0,19.0,29.0,2.0,5.0,55.3,110.6
186,MEM,46.0,113.0,0.0,23.0,27.0,28.0,25.0,27.0,15.0,6.0,6.0,52.7,103.8
187,NYK,70.0,123.0,30.0,24.0,22.0,4.0,3.0,20.0,14.0,3.0,26.0,55.6,110.0
188,MIN,69.0,123.0,0.0,10.0,8.0,17.0,9.0,17.0,24.0,10.0,10.0,57.1,117.4
189,CHI,47.0,129.0,30.0,15.0,11.0,7.0,15.0,1.0,30.0,8.0,7.0,54.5,115.1
190,OKC,68.0,117.0,0.0,2.0,15.0,10.0,24.0,30.0,13.0,30.0,13.0,61.2,122.5
191,UTA,61.0,124.0,30.0,19.0,7.0,30.0,1.0,11.0,8.0,7.0,23.0,59.4,117.6
192,MIL,49.0,106.0,0.0,13.0,14.0,9.0,27.0,8.0,16.0,12.0,27.0,57.6,111.5
193,PHX,48.0,114.0,30.0,5.0,1.0,27.0,17.0,15.0,12.0,5.0,10.0,63.6,122.0
194,LAL,74.0,124.0,0.0,7.0,4.0,1.0,29.0,13.0,11.0,4.0,4.0,64.8,121.4
195,CHA,58.0,118.0,30.0,22.0,25.0,21.0,28.0,9.0,1.0,28.0,29.0,49.4,107.1
196,SAC,59.0,110.0,0.0,8.0,19.0,13.0,23.0,3.0,2.0,23.0,15.0,61.6,119.4
197,CLE,74.0,136.0,30.0,6.0,13.0,12.0,21.0,29.0,25.0,17.0,2.0,58.0,114.7
198,DAL,53.0,118.0,0.0,3.0,2.0,20.0,26.0,22.0,28.0,19.0,14.0,58.9,119.1
199,PHI,57.0,102.0,30.0,26.0,20.0,3.0,12.0,6.0,10.0,25.0,12.0,56.6,112.1
200,LAC,66.0,149.0,0.0,11.0,3.0,19.0,20.0,28.0,9.0,27.0,16.0,55.3,116.9
201,ATL,66.0,144.0,30.0,16.0,9.0,2.0,10.0,14.0,3.0,18.0,24.0,63.8,126.4
202,GSW,43.0,109.0,0.0,12.0,30.0,18.0,2.0,26.0,23.0,15.0,22.0,60.0,123.3
203,BKN,49.0,98.0,30.0,18.0,26.0,6.0,22.0,5.0,17.0,13.0,9.0,54.3,111.5
204,TOR,50.0,100.0,0.0,25.0,16.0,16.0,13.0,10.0,20.0,1.0,20.0,56.7,112.6
205,NOP,67.0,138.0,30.0,14.0,17.0,14.0,6.0,21.0,5.0,20.0,28.0,61.2,114.5
206,ORL,50.0,111.0,0.0,9.0,10.0,29.0,8.0,24.0,27.0,26.0,1.0,57.1,113.9
207,DET,47.0,99.0,30.0,17.0,18.0,26.0,11.0,19.0,29.0,2.0,5.0,54.9,115.8
208,PHX,79.0,140.0,0.0,5.0,1.0,27.0,17.0,25.0,22.0,24.0,21.0,63.6,122.0
209,WAS,58.0,112.0,30.0,29.0,29.0,22.0,16.0,8.0,16.0,12.0,27.0,58.5,111.7
210,MEM,50.0,91.0,0.0,23.0,27.0,28.0,25.0,2.0,6.0,29.0,17.0,52.7,103.8
211,BOS,70.0,131.0,30.0,1.0,28.0,8.0,19.0,20.0,14.0,3.0,26.0,64.0,123.4
212,IND,55.0,115.0,0.0,4.0,23.0,11.0,30.0,13.0,11.0,4.0,4.0,61.6,119.0
213,CHA,44.0,99.0,30.0,22.0,25.0,21.0,28.0,18.0,19.0,9.0,25.0,49.4,107.1
214,LAC,43.0,103.0,0.0,11.0,3.0,19.0,20.0,4.0,7.0,11.0,3.0,55.3,116.9
215,MIA,43.0,95.0,30.0,20.0,12.0,5.0,18.0,14.0,3.0,18.0,24.0,55.3,110.6
216,HOU,44.0,90.0,0.0,28.0,6.0,23.0,4.0,1.0,30.0,8.0,7.0,55.0,110.7
217,MIN,48.0,111.0,30.0,10.0,8.0,17.0,9.0,12.0,26.0,14.0,19.0,57.1,117.4
218,TOR,63.0,127.0,0.0,25.0,16.0,16.0,13.0,11.0,8.0,7.0,23.0,56.7,112.6
219,OKC,47.0,135.0,30.0,2.0,15.0,10.0,24.0,21.0,5.0,20.0,28.0,61.2,122.5
220,MIL,63.0,108.0,0.0,13.0,14.0,9.0,27.0,30.0,13.0,30.0,13.0,57.6,111.5
221,UTA,53.0,123.0,30.0,19.0,7.0,30.0,1.0,15.0,12.0,5.0,10.0,59.4,117.6
222,POR,63.0,103.0,0.0,27.0,5.0,25.0,7.0,7.0,18.0,22.0,18.0,54.6,107.4
223,DEN,60.0,112.0,30.0,21.0,24.0,15.0,5.0,16.0,21.0,21.0,30.0,57.4,111.5
224,BKN,67.0,136.0,0.0,18.0,26.0,6.0,22.0,22.0,28.0,19.0,14.0,54.3,111.5
225,PHI,51.0,121.0,30.0,26.0,20.0,3.0,12.0,26.0,23.0,15.0,22.0,56.6,112.1
226,GSW,64.0,134.0,0.0,12.0,30.0,18.0,2.0,28.0,9.0,27.0,16.0,60.0,123.3
227,ATL,64.0,141.0,30.0,16.0,9.0,2.0,10.0,5.0,17.0,13.0,9.0,63.8,126.4
228,SAC,71.0,123.0,0.0,8.0,19.0,13.0,23.0,17.0,24.0,10.0,10.0,61.6,119.4
229,CHI,52.0,115.0,30.0,15.0,11.0,7.0,15.0,29.0,25.0,17.0,2.0,54.5,115.1
230,LAL,59.0,113.0,0.0,7.0,4.0,1.0,29.0,27.0,15.0,6.0,6.0,64.8,121.4
231,NYK,59.0,105.0,30.0,24.0,22.0,4.0,3.0,9.0,1.0,28.0,29.0,55.6,110.0
232,MIL,60.0,129.0,0.0,13.0,14.0,9.0,27.0,6.0,10.0,25.0,12.0,57.6,111.5
233,DAL,65.0,117.0,30.0,3.0,2.0,20.0,26.0,15.0,12.0,5.0,10.0,58.9,119.1
234,CLE,67.0,117.0,0.0,6.0,13.0,12.0,21.0,23.0,4.0,16.0,8.0,58.0,114.7
235,SAS,45.0,101.0,30.0,30.0,21.0,24.0,14.0,3.0,2.0,23.0,15.0,53.8,108.5
236,LAC,65.0,136.0,0.0,11.0,3.0,19.0,20.0,24.0,27.0,26.0,1.0,55.3,116.9
