,TEAM,PTS_1H,PTS,HOME,EFG_PCT_RANK_LAST20,FTA_RATE_RANK_LAST20,TOV_PCT_RANK_LAST20,OREB_PCT_RANK_LAST20,OPP_EFG_PCT_RANK_LAST20,OPP_FTA_RATE_RANK_LAST20,OPP_TOV_PCT_RANK_LAST20,OPP_OREB_PCT_RANK_LAST20,PTS_1H_AVG,PTS_AVG
357,MEM,68.0,107.0,30.0,26.0,22.0,29.0,24.0,18.0,22.0,1.0,15.0,52.95,104.5
358,CLE,54.0,112.0,0.0,6.0,13.0,9.0,21.0,14.0,17.0,26.0,2.0,58.9,116.75
359,MIL,57.0,100.0,30.0,13.0,10.0,3.0,30.0,2.0,7.0,9.0,8.0,59.55,117.7
360,OKC,50.0,107.0,0.0,8.0,21.0,5.0,26.0,17.0,16.0,4.0,14.0,60.6,119.8
361,NOP,41.0,83.0,30.0,15.0,14.0,8.0,9.0,4.0,11.0,3.0,22.0,60.15,117.15
362,POR,57.0,100.0,0.0,30.0,11.0,27.0,8.0,26.0,3.0,13.0,18.0,53.9,106.15
363,SAS,62.0,116.0,30.0,25.0,26.0,25.0,10.0,25.0,26.0,18.0,29.0,54.2,111.4
364,PHI,61.0,122.0,0.0,23.0,5.0,1.0,11.0,27.0,28.0,5.0,19.0,58.95,113.75
365,IND,73.0,134.0,30.0,9.0,28.0,19.0,16.0,19.0,29.0,7.0,28.0,61.55,118.65
366,UTA,64.0,123.0,0.0,12.0,2.0,28.0,1.0,11.0,21.0,10.0,25.0,62.85,123.85
367,WAS,56.0,108.0,30.0,28.0,27.0,18.0,20.0,28.0,15.0,29.0,10.0,57.65,112.8
368,MIN,60.0,96.0,0.0,7.0,7.0,23.0,12.0,13.0,25.0,17.0,20.0,57.85,115.45
369,BKN,48.0,94.0,30.0,19.0,25.0,15.0,27.0,3.0,30.0,6.0,1.0,54.05,110.65
370,BOS,77.0,143.0,0.0,5.0,23.0,2.0,25.0,7.0,4.0,16.0,9.0,62.2,120.2
371,MIA,64.0,110.0,30.0,27.0,20.0,14.0,19.0,1.0,2.0,30.0,11.0,53.15,106.6
372,DEN,41.0,84.0,0.0,16.0,16.0,24.0,3.0,5.0,6.0,20.0,5.0,58.6,112.2
373,NYK,62.0,122.0,30.0,20.0,19.0,21.0,2.0,8.0,19.0,27.0,13.0,55.25,111.95
374,SAC,75.0,134.0,0.0,4.0,24.0,12.0,18.0,10.0,18.0,23.0,12.0,61.7,120.0
375,GSW,72.0,133.0,30.0,11.0,30.0,16.0,4.0,23.0,20.0,11.0,7.0,59.8,123.6
376,CHI,57.0,132.0,0.0,14.0,18.0,11.0,17.0,9.0,1.0,24.0,26.0,56.25,116.4
377,LAL,73.0,141.0,30.0,2.0,1.0,4.0,29.0,20.0,14.0,22.0,6.0,63.6,122.7
378,CHA,52.0,106.0,0.0,21.0,29.0,20.0,28.0,24.0,24.0,28.0,4.0,50.75,107.25
379,DET,52.0,113.0,30.0,17.0,17.0,22.0,13.0,29.0,12.0,12.0,3.0,57.0,115.55
380,MIN,57.0,118.0,0.0,7.0,7.0,23.0,12.0,11.0,21.0,10.0,25.0,57.85,115.45
381,WAS,59.0,107.0,30.0,28.0,27.0,18.0,20.0,3.0,30.0,6.0,1.0,57.65,112.8
382,MEM,49.0,105.0,0.0,26.0,22.0,29.0,24.0,7.0,4.0,16.0,9.0,52.95,104.5
383,MIA,42.0,96.0,30.0,27.0,20.0,14.0,19.0,21.0,10.0,2.0,27.0,53.15,106.6
384,POR,57.0,137.0,0.0,30.0,11.0,27.0,8.0,12.0,27.0,14.0,17.0,53.9,106.15
385,HOU,63.0,131.0,30.0,29.0,9.0,13.0,6.0,25.0,26.0,18.0,29.0,55.55,114.15
386,CLE,51.0,116.0,0.0,6.0,13.0,9.0,21.0,14.0,17.0,26.0,2.0,58.9,116.75
387,MIL,61.0,126.0,30.0,13.0,10.0,3.0,30.0,2.0,7.0,9.0,8.0,59.55,117.7
388,PHX,57.0,132.0,0.0,1.0,3.0,30.0,22.0,16.0,23.0,25.0,21.0,63.1,121.35
389,DAL,58.0,109.0,30.0,10.0,6.0,10.0,23.0,6.0,9.0,21.0,23.0,58.7,118.1
390,OKC,63.0,140.0,0.0,8.0,21.0,5.0,26.0,26.0,3.0,13.0,18.0,60.6,119.8
391,SAS,52.0,114.0,30.0,25.0,26.0,25.0,10.0,4.0,11.0,3.0,22.0,54.2,111.4
392,ATL,68.0,112.0,0.0,24.0,8.0,6.0,7.0,10.0,18.0,23.0,12.0,59.9,118.9
393,GSW,69.0,134.0,30.0,11.0,30.0,16.0,4.0,30.0,13.0,19.0,16.0,59.8,123.6
394,DEN,54.0,114.0,0.0,16.0,16.0,24.0,3.0,27.0,28.0,5.0,19.0,58.6,112.2
395,IND,62.0,109.0,30.0,9.0,28.0,19.0,16.0,8.0,19.0,27.0,13.0,61.55,118.65
396,NYK,50.0,108.0,0.0,20.0,19.0,21.0,2.0,13.0,25.0,17.0,20.0,55.25,111.95
397,BKN,49.0,103.0,30.0,19.0,25.0,15.0,27.0,5.0,6.0,20.0,5.0,54.05,110.65
398,UTA,59.0,124.0,0.0,12.0,2.0,28.0,1.0,17.0,16.0,4.0,14.0,62.85,123.85
399,NOP,77.0,153.0,30.0,15.0,14.0,8.0,9.0,28.0,15.0,29.0,10.0,60.15,117.15
400,POR,66.0,109.0,0.0,30.0,11.0,27.0,8.0,4.0,11.0,3.0,22.0,53.9,106.15
401,OKC,58.0,111.0,30.0,8.0,21.0,5.0,26.0,25.0,26.0,18.0,29.0,60.6,119.8
402,LAL,64.0,116.0,0.0,2.0,1.0,4.0,29.0,15.0,8.0,15.0,24.0,63.6,122.7
403,LAC,77.0,127.0,30.0,3.0,12.0,7.0,15.0,9.0,1.0,24.0,26.0,57.8,119.8
404,MIL,58.0,122.0,0.0,13.0,10.0,3.0,30.0,24.0,24.0,28.0,4.0,59.55,117.7
405,DET,56.0,113.0,30.0,17.0,17.0,22.0,13.0,14.0,17.0,26.0,2.0,57.0,115.55
406,CLE,72.0,126.0,0.0,6.0,13.0,9.0,21.0,18.0,22.0,1.0,15.0,58.9,116.75
407,ORL,47.0,99.0,30.0,18.0,4.0,26.0,5.0,2.0,7.0,9.0,8.0,53.45,108.05
408,SAS,58.0,123.0,0.0,25.0,26.0,25.0,10.0,19.0,29.0,7.0,28.0,54.2,111.4
409,PHI,62.0,133.0,30.0,23.0,5.0,1.0,11.0,26.0,3.0,13.0,18.0,58.95,113.75
410,MEM,53.0,108.0,0.0,26.0,22.0,29.0,24.0,22.0,5.0,8.0,30.0,52.95,104.5
411,TOR,46.0,100.0,30.0,22.0,15.0,17.0,14.0,21.0,10.0,2.0,27.0,56.55,111.8
412,CHA,64.0,128.0,0.0,21.0,29.0,20.0,28.0,3.0,30.0,6.0,1.0,50.75,107.25
413,MIN,69.0,125.0,30.0,7.0,7.0,23.0,12.0,29.0,12.0,12.0,3.0,57.85,115.45
414,BOS,65.0,119.0,0.0,5.0,23.0,2.0,25.0,16.0,23.0,25.0,21.0,62.2,120.2
415,DAL,59.0,110.0,30.0,10.0,6.0,10.0,23.0,1.0,2.0,30.0,11.0,58.7,118.1
416,CHI,66.0,113.0,0.0,14.0,18.0,11.0,17.0,6.0,9.0,21.0,23.0,56.25,116.4
417,PHX,49.0,115.0,30.0,1.0,3.0,30.0,22.0,20.0,14.0,22.0,6.0,63.1,121.35
418,ATL,40.0,107.0,0.0,24.0,8.0,6.0,7.0,23.0,20.0,11.0,7.0,59.9,118.9
419,SAC,57.0,122.0,30.0,4.0,24.0,12.0,18.0,30.0,13.0,19.0,16.0,61.7,120.0
420,BKN,61.0,114.0,0.0,19.0,25.0,15.0,27.0,15.0,8.0,15.0,24.0,54.05,110.65
421,LAC,49.0,125.0,30.0,3.0,12.0,7.0,15.0,13.0,25.0,17.0,20.0,57.8,119.8
422,MIA,46.0,87.0,0.0,27.0,20.0,14.0,19.0,18.0,22.0,1.0,15.0,53.15,106.6
423,ORL,48.0,105.0,30.0,18.0,4.0,26.0,5.0,7.0,4.0,16.0,9.0,53.45,108.05
424,DEN,62.0,113.0,0.0,16.0,16.0,24.0,3.0,11.0,21.0,10.0,25.0,58.6,112.2
425,WAS,52.0,104.0,30.0,28.0,27.0,18.0,20.0,8.0,19.0,27.0,13.0,57.65,112.8
426,BOS,70.0,116.0,0.0,5.0,23.0,2.0,25.0,12.0,27.0,14.0,17.0,62.2,120.2
427,HOU,55.0,107.0,30.0,29.0,9.0,13.0,6.0,1.0,2.0,30.0,11.0,55.55,114.15
428,IND,61.0,110.0,0.0,9.0,28.0,19.0,16.0,6.0,9.0,21.0,23.0,61.55,118.65
429,PHX,65.0,117.0,30.0,1.0,3.0,30.0,22.0,27.0,28.0,5.0,19.0,63.1,121.35
430,POR,54.0,110.0,0.0,30.0,11.0,27.0,8.0,9.0,1.0,24.0,26.0,53.9,106.15
431,LAL,67.0,134.0,30.0,2.0,1.0,4.0,29.0,25.0,26.0,18.0,29.0,63.6,122.7
432,MIL,70.0,141.0,0.0,13.0,10.0,3.0,30.0,24.0,24.0,28.0,4.0,59.55,117.7
433,DET,67.0,135.0,30.0,17.0,17.0,22.0,13.0,14.0,17.0,26.0,2.0,57.0,115.55
434,PHI,46.0,97.0,0.0,23.0,5.0,1.0,11.0,29.0,12.0,12.0,3.0,58.95,113.75
435,CHA,45.0,89.0,30.0,21.0,29.0,20.0,28.0,19.0,29.0,7.0,28.0,50.75,107.25
436,SAS,72.0,131.0,0.0,25.0,26.0,25.0,10.0,11.0,21.0,10.0,25.0,54.2,111.4
437,WAS,66.0,127.0,30.0,28.0,27.0,18.0,20.0,26.0,3.0,13.0,18.0,57.65,112.8
438,CLE,59.0,116.0,0.0,6.0,13.0,9.0,21.0,30.0,13.0,19.0,16.0,58.9,116.75
439,ATL,45.0,95.0,30.0,24.0,8.0,6.0,7.0,2.0,7.0,9.0,8.0,59.9,118.9
440,TOR,57.0,100.0,0.0,22.0,15.0,17.0,14.0,5.0,6.0,20.0,5.0,56.55,111.8
441,NYK,59.0,126.0,30.0,20.0,19.0,21.0,2.0,22.0,5.0,8.0,30.0,55.25,111.95
442,MEM,40.0,96.0,0.0,26.0,22.0,29.0,24.0,20.0,14.0,22.0,6.0,52.95,104.5
443,CHI,50.0,125.0,30.0,14.0,18.0,11.0,17.0,21.0,10.0,2.0,27.0,56.25,116.4
444,UTA,51.0,126.0,0.0,12.0,2.0,28.0,1.0,12.0,27.0,14.0,17.0,62.85,123.85
445,HOU,64.0,127.0,30.0,29.0,9.0,13.0,6.0,28.0,15.0,29.0,10.0,55.55,114.15
446,OKC,57.0,102.0,0.0,8.0,21.0,5.0,26.0,3.0,30.0,6.0,1.0,60.6,119.8
447,MIN,54.0,97.0,30.0,7.0,7.0,23.0,12.0,4.0,11.0,3.0,22.0,57.85,115.45
448,SAS,58.0,120.0,0.0,25.0,26.0,25.0,10.0,29.0,12.0,12.0,3.0,54.2,111.4
449,CHA,66.0,124.0,30.0,21.0,29.0,20.0,28.0,26.0,3.0,13.0,18.0,50.75,107.25
450,PHI,68.0,124.0,0.0,23.0,5.0,1.0,11.0,18.0,22.0,1.0,15.0,58.95,113.75
451,ORL,60.0,109.0,30.0,18.0,4.0,26.0,5.0,19.0,29.0,7.0,28.0,53.45,108.05
452,DEN,55.0,102.0,0.0,16.0,16.0,24.0,3.0,1.0,2.0,30.0,11.0,58.6,112.2
453,BOS,61.0,100.0,30.0,5.0,23.0,2.0,25.0,8.0,19.0,27.0,13.0,62.2,120.2
454,ATL,57.0,109.0,0.0,24.0,8.0,6.0,7.0,7.0,4.0,16.0,9.0,59.9,118.9
455,MIA,56.0,108.0,30.0,27.0,20.0,14.0,19.0,30.0,13.0,19.0,16.0,53.15,106.6
456,PHX,69.0,123.0,0.0,1.0,3.0,30.0,22.0,17.0,16.0,4.0,14.0,63.1,121.35
457,NOP,52.0,109.0,30.0,15.0,14.0,8.0,9.0,6.0,9.0,21.0,23.0,60.15,117.15
458,IND,53.0,115.0,0.0,9.0,28.0,19.0,16.0,25.0,26.0,18.0,29.0,61.55,118.65
459,POR,64.0,118.0,30.0,30.0,11.0,27.0,8.0,27.0,28.0,5.0,19.0,53.9,106.15
460,BKN,62.0,130.0,0.0,19.0,25.0,15.0,27.0,9.0,1.0,24.0,26.0,54.05,110.65
461,LAL,68.0,112.0,30.0,2.0,1.0,4.0,29.0,13.0,25.0,17.0,20.0,63.6,122.7
462,WAS,45.0,109.0,0.0,28.0,27.0,18.0,20.0,5.0,6.0,20.0,5.0,57.65,112.8
463,NYK,46.0,113.0,30.0,20.0,19.0,21.0,2.0,11.0,21.0,10.0,25.0,55.25,111.95
464,CHI,63.0,116.0,0.0,14.0,18.0,11.0,17.0,22.0,5.0,8.0,30.0,56.25,116.4
465,TOR,58.0,110.0,30.0,22.0,15.0,17.0,14.0,20.0,14.0,22.0,6.0,56.55,111.8
466,OKC,76.0,134.0,0.0,8.0,21.0,5.0,26.0,28.0,15.0,29.0,10.0,60.6,119.8
467,UTA,67.0,129.0,30.0,12.0,2.0,28.0,1.0,4.0,11.0,3.0,22.0,62.85,123.85
468,MEM,55.0,103.0,0.0,26.0,22.0,29.0,24.0,3.0,30.0,6.0,1.0,52.95,104.5
469,MIN,50.0,118.0,30.0,7.0,7.0,23.0,12.0,21.0,10.0,2.0,27.0,57.85,115.45
470,IND,70.0,126.0,0.0,9.0,28.0,19.0,16.0,23.0,20.0,11.0,7.0,61.55,118.65
471,SAC,57.0,121.0,30.0,4.0,24.0,12.0,18.0,27.0,28.0,5.0,19.0,61.7,120.0
472,MIN,70.0,124.0,0.0,7.0,7.0,23.0,12.0,24.0,24.0,28.0,4.0,57.85,115.45
473,DET,62.0,117.0,30.0,17.0,17.0,22.0,13.0,3.0,30.0,6.0,1.0,57.0,115.55
474,ORL,51.0,104.0,0.0,18.0,4.0,26.0,5.0,30.0,13.0,19.0,16.0,53.45,108.05
475,ATL,49.0,106.0,30.0,24.0,8.0,6.0,7.0,18.0,22.0,1.0,15.0,59.9,118.9
476,SAS,45.0,98.0,0.0,25.0,26.0,25.0,10.0,1.0,2.0,30.0,11.0,54.2,111.4
477,BOS,70.0,117.0,30.0,5.0,23.0,2.0,25.0,26.0,3.0,13.0,18.0,62.2,120.2
478,MIL,41.0,95.0,0.0,13.0,10.0,3.0,30.0,2.0,7.0,9.0,8.0,59.55,117.7
479,CLE,66.0,135.0,30.0,6.0,13.0,9.0,21.0,14.0,17.0,26.0,2.0,58.9,116.75
480,HOU,46.0,94.0,0.0,29.0,9.0,13.0,6.0,5.0,6.0,20.0,5.0,55.55,114.15
481,NYK,48.0,109.0,30.0,20.0,19.0,21.0,2.0,12.0,27.0,14.0,17.0,55.25,111.95
482,MIA,43.0,97.0,0.0,27.0,20.0,14.0,19.0,22.0,5.0,8.0,30.0,53.15,106.6
483,TOR,78.0,121.0,30.0,22.0,15.0,17.0,14.0,7.0,4.0,16.0,9.0,56.55,111.8
484,CHA,61.0,112.0,0.0,21.0,29.0,20.0,28.0,17.0,16.0,4.0,14.0,50.75,107.25
485,NOP,66.0,132.0,30.0,15.0,14.0,8.0,9.0,29.0,12.0,12.0,3.0,60.15,117.15
486,DAL,53.0,110.0,0.0,10.0,6.0,10.0,23.0,9.0,1.0,24.0,26.0,58.7,118.1
487,LAL,55.0,127.0,30.0,2.0,1.0,4.0,29.0,16.0,23.0,25.0,21.0,63.6,122.7
488,BKN,52.0,103.0,0.0,19.0,25.0,15.0,27.0,25.0,26.0,18.0,29.0,54.05,110.65
489,POR,51.0,105.0,30.0,30.0,11.0,27.0,8.0,13.0,25.0,17.0,20.0,53.9,106.15
490,DEN,78.0,121.0,0.0,16.0,16.0,24.0,3.0,19.0,29.0,7.0,28.0,58.6,112.2
491,PHI,78.0,126.0,30.0,23.0,5.0,1.0,11.0,8.0,19.0,27.0,13.0,58.95,113.75
492,SAC,68.0,117.0,0.0,4.0,24.0,12.0,18.0,6.0,9.0,21.0,23.0,61.7,120.0
493,PHX,51.0,119.0,30.0,1.0,3.0,30.0,22.0,23.0,20.0,11.0,7.0,63.1,121.35
494,OKC,61.0,117.0,0.0,8.0,21.0,5.0,26.0,15.0,8.0,15.0,24.0,60.6,119.8
495,LAC,65.0,128.0,30.0,3.0,12.0,7.0,15.0,4.0,11.0,3.0,22.0,57.8,119.8
496,HOU,47.0,115.0,0.0,29.0,9.0,13.0,6.0,19.0,29.0,7.0,28.0,55.55,114.15
497,PHI,66.0,124.0,30.0,23.0,5.0,1.0,11.0,12.0,27.0,14.0,17.0,58.95,113.75
498,NOP,59.0,120.0,0.0,15.0,14.0,8.0,9.0,16.0,23.0,25.0,21.0,60.15,117.15
499,DAL,59.0,125.0,30.0,10.0,6.0,10.0,23.0,17.0,16.0,4.0,14.0,58.7,118.1
500,ORL,50.0,98.0,0.0,18.0,4.0,26.0,5.0,5.0,6.0,20.0,5.0,53.45,108.05
501,NYK,52.0,94.0,30.0,20.0,19.0,21.0,2.0,18.0,22.0,1.0,15.0,55.25,111.95
502,DET,63.0,129.0,0.0,17.0,17.0,22.0,13.0,11.0,21.0,10.0,25.0,57.0,115.55
503,WAS,62.0,117.0,30.0,28.0,27.0,18.0,20.0,24.0,24.0,28.0,4.0,57.65,112.8
504,SAS,34.0,99.0,0.0,25.0,26.0,25.0,10.0,30.0,13.0,19.0,16.0,54.2,111.4
505,ATL,69.0,109.0,30.0,24.0,8.0,6.0,7.0,26.0,3.0,13.0,18.0,59.9,118.9
506,GSW,56.0,107.0,0.0,11.0,30.0,16.0,4.0,21.0,10.0,2.0,27.0,59.8,123.6
507,MEM,54.0,116.0,30.0,26.0,22.0,29.0,24.0,10.0,18.0,23.0,12.0,52.95,104.5
508,CHI,46.0,91.0,0.0,14.0,18.0,11.0,17.0,2.0,7.0,9.0,8.0,56.25,116.4
509,CLE,60.0,109.0,30.0,6.0,13.0,9.0,21.0,20.0,14.0,22.0,6.0,58.9,116.75
510,MIA,31.0,96.0,0.0,27.0,20.0,14.0,19.0,13.0,25.0,17.0,20.0,53.15,106.6
511,BKN,45.0,95.0,30.0,19.0,25.0,15.0,27.0,7.0,4.0,16.0,9.0,54.05,110.65
512,BOS,61.0,105.0,0.0,5.0,23.0,2.0,25.0,22.0,5.0,8.0,30.0,62.2,120.2
513,TOR,55.0,96.0,30.0,22.0,15.0,17.0,14.0,1.0,2.0,30.0,11.0,56.55,111.8
514,IND,50.0,105.0,0.0,9.0,28.0,19.0,16.0,28.0,15.0,29.0,10.0,61.55,118.65
515,UTA,64.0,132.0,30.0,12.0,2.0,28.0,1.0,27.0,28.0,5.0,19.0,62.85,123.85
516,OKC,50.0,105.0,0.0,8.0,21.0,5.0,26.0,9.0,1.0,24.0,26.0,60.6,119.8
517,LAL,50.0,112.0,30.0,2.0,1.0,4.0,29.0,4.0,11.0,3.0,22.0,63.6,122.7
518,IND,57.0,109.0,0.0,9.0,28.0,19.0,16.0,8.0,19.0,27.0,13.0,61.55,118.65
519,DEN,60.0,117.0,30.0,16.0,16.0,24.0,3.0,27.0,28.0,5.0,19.0,58.6,112.2
520,CHA,31.0,87.0,0.0,21.0,29.0,20.0,28.0,7.0,4.0,16.0,9.0,50.75,107.25
521,MIA,52.0,104.0,30.0,27.0,20.0,14.0,19.0,29.0,12.0,12.0,3.0,53.15,106.6
522,SAC,66.0,142.0,0.0,4.0,24.0,12.0,18.0,14.0,17.0,26.0,2.0,61.7,120.0
523,MIL,68.0,143.0,30.0,13.0,10.0,3.0,30.0,23.0,20.0,11.0,7.0,59.55,117.7
524,LAC,45.0,105.0,0.0,3.0,12.0,7.0,15.0,3.0,30.0,6.0,1.0,57.8,119.8
525,MIN,46.0,109.0,30.0,7.0,7.0,23.0,12.0,15.0,8.0,15.0,24.0,57.85,115.45
526,PHX,71.0,127.0,0.0,1.0,3.0,30.0,22.0,25.0,26.0,18.0,29.0,63.1,121.35
527,POR,61.0,116.0,30.0,30.0,11.0,27.0,8.0,6.0,9.0,21.0,23.0,53.9,106.15
528,HOU,58.0,113.0,0.0,29.0,9.0,13.0,6.0,1.0,2.0,30.0,11.0,55.55,114.15
529,BOS,69.0,145.0,30.0,5.0,23.0,2.0,25.0,12.0,27.0,14.0,17.0,62.2,120.2
530,WAS,58.0,127.0,0.0,28.0,27.0,18.0,20.0,30.0,13.0,19.0,16.0,57.65,112.8
531,ATL,47.0,99.0,30.0,24.0,8.0,6.0,7.0,11.0,21.0,10.0,25.0,59.9,118.9
532,NYK,53.0,106.0,0.0,20.0,19.0,21.0,2.0,21.0,10.0,2.0,27.0,55.25,111.95
533,MEM,57.0,94.0,30.0,26.0,22.0,29.0,24.0,5.0,6.0,20.0,5.0,52.95,104.5
534,GSW,56.0,118.0,0.0,11.0,30.0,16.0,4.0,14.0,17.0,26.0,2.0,59.8,123.6
535,MIL,54.0,129.0,30.0,13.0,10.0,3.0,30.0,10.0,18.0,23.0,12.0,59.55,117.7
536,ORL,40.0,100.0,0.0,18.0,4.0,26.0,5.0,4.0,11.0,3.0,22.0,53.45,108.05
537,OKC,49.0,112.0,30.0,8.0,21.0,5.0,26.0,18.0,22.0,1.0,15.0,60.6,119.8
538,NOP,49.0,118.0,0.0,15.0,14.0,8.0,9.0,16.0,23.0,25.0,21.0,60.15,117.15
539,DAL,54.0,108.0,30.0,10.0,6.0,10.0,23.0,17.0,16.0,4.0,14.0,58.7,118.1
540,CHI,63.0,122.0,0.0,14.0,18.0,11.0,17.0,26.0,3.0,13.0,18.0,56.25,116.4
541,SAS,55.0,116.0,30.0,25.0,26.0,25.0,10.0,20.0,14.0,22.0,6.0,54.2,111.4
542,LAL,67.0,125.0,0.0,2.0,1.0,4.0,29.0,28.0,15.0,29.0,10.0,63.6,122.7
543,UTA,64.0,132.0,30.0,12.0,2.0,28.0,1.0,9.0,1.0,24.0,26.0,62.85,123.85
544,SAC,46.0,93.0,0.0,4.0,24.0,12.0,18.0,19.0,29.0,7.0,28.0,61.7,120.0
545,PHI,65.0,112.0,30.0,23.0,5.0,1.0,11.0,23.0,20.0,11.0,7.0,58.95,113.75
546,IND,68.0,126.0,0.0,9.0,28.0,19.0,16.0,30.0,13.0,19.0,16.0,61.55,118.65
547,ATL,62.0,108.0,30.0,24.0,8.0,6.0,7.0,27.0,28.0,5.0,19.0,59.9,118.9
548,HOU,55.0,112.0,0.0,29.0,9.0,13.0,6.0,24.0,24.0,28.0,4.0,55.55,114.15
549,DET,55.0,110.0,30.0,17.0,17.0,22.0,13.0,12.0,27.0,14.0,17.0,57.0,115.55
550,ORL,55.0,96.0,0.0,18.0,4.0,26.0,5.0,7.0,4.0,16.0,9.0,53.45,108.05
551,MIA,56.0,99.0,30.0,27.0,20.0,14.0,19.0,18.0,22.0,1.0,15.0,53.15,106.6
552,GSW,62.0,140.0,0.0,11.0,30.0,16.0,4.0,20.0,14.0,22.0,6.0,59.8,123.6
553,CHI,75.0,131.0,30.0,14.0,18.0,11.0,17.0,10.0,18.0,23.0,12.0,56.25,116.4
554,LAC,65.0,128.0,0.0,3.0,12.0,7.0,15.0,21.0,10.0,2.0,27.0,57.8,119.8
555,MEM,53.0,119.0,30.0,26.0,22.0,29.0,24.0,15.0,8.0,15.0,24.0,52.95,104.5
556,POR,42.0,93.0,0.0,30.0,11.0,27.0,8.0,3.0,30.0,6.0,1.0,53.9,106.15
557,MIN,63.0,116.0,30.0,7.0,7.0,23.0,12.0,25.0,26.0,18.0,29.0,57.85,115.45
560,TOR,47.0,113.0,0.0,22.0,15.0,17.0,14.0,28.0,15.0,29.0,10.0,56.55,111.8
561,UTA,64.0,145.0,30.0,12.0,2.0,28.0,1.0,22.0,5.0,8.0,30.0,62.85,123.85
562,NOP,51.0,113.0,0.0,15.0,14.0,8.0,9.0,8.0,19.0,27.0,13.0,60.15,117.15
563,DEN,66.0,125.0,30.0,16.0,16.0,24.0,3.0,17.0,16.0,4.0,14.0,58.6,112.2
564,BKN,34.0,102.0,0.0,19.0,25.0,15.0,27.0,2.0,7.0,9.0,8.0,54.05,110.65
565,CLE,54.0,111.0,30.0,6.0,13.0,9.0,21.0,13.0,25.0,17.0,20.0,58.9,116.75
566,BOS,38.0,102.0,0.0,5.0,23.0,2.0,25.0,14.0,17.0,26.0,2.0,62.2,120.2
567,MIL,75.0,135.0,30.0,13.0,10.0,3.0,30.0,1.0,2.0,30.0,11.0,59.55,117.7
568,POR,39.0,77.0,0.0,30.0,11.0,27.0,8.0,4.0,11.0,3.0,22.0,53.9,106.15
569,OKC,75.0,139.0,30.0,8.0,21.0,5.0,26.0,25.0,26.0,18.0,29.0,60.6,119.8
570,NYK,55.0,124.0,0.0,20.0,19.0,21.0,2.0,16.0,23.0,25.0,21.0,55.25,111.95
571,DAL,74.0,128.0,30.0,10.0,6.0,10.0,23.0,5.0,6.0,20.0,5.0,58.7,118.1
572,PHX,66.0,127.0,0.0,1.0,3.0,30.0,22.0,9.0,1.0,24.0,26.0,63.1,121.35
573,LAL,52.0,109.0,30.0,2.0,1.0,4.0,29.0,6.0,9.0,21.0,23.0,63.6,122.7
574,MIN,53.0,120.0,0.0,7.0,7.0,23.0,12.0,1.0,2.0,30.0,11.0,57.85,115.45
575,BOS,54.0,127.0,30.0,5.0,23.0,2.0,25.0,3.0,30.0,6.0,1.0,62.2,120.2
576,SAC,71.0,123.0,0.0,4.0,24.0,12.0,18.0,29.0,12.0,12.0,3.0,61.7,120.0
579,DET,51.0,108.0,30.0,17.0,17.0,22.0,13.0,26.0,3.0,13.0,18.0,57.0,115.55
580,WAS,55.0,104.0,0.0,28.0,27.0,18.0,20.0,27.0,28.0,5.0,19.0,57.65,112.8
585,MIA,69.0,120.0,30.0,27.0,20.0,14.0,19.0,4.0,11.0,3.0,22.0,53.15,106.6
587,CHI,62.0,124.0,30.0,14.0,18.0,11.0,17.0,12.0,27.0,14.0,17.0,56.25,116.4
588,NOP,73.0,141.0,0.0,15.0,14.0,8.0,9.0,10.0,18.0,23.0,12.0,60.15,117.15
589,GSW,60.0,105.0,30.0,11.0,30.0,16.0,4.0,17.0,16.0,4.0,14.0,59.8,123.6
590,DEN,53.0,111.0,0.0,16.0,16.0,24.0,3.0,28.0,15.0,29.0,10.0,58.6,112.2
591,UTA,71.0,124.0,30.0,12.0,2.0,28.0,1.0,8.0,19.0,27.0,13.0,62.85,123.85
592,TOR,57.0,120.0,0.0,22.0,15.0,17.0,14.0,15.0,8.0,15.0,24.0,56.55,111.8
593,LAC,58.0,126.0,30.0,3.0,12.0,7.0,15.0,22.0,5.0,8.0,30.0,57.8,119.8
594,SAC,68.0,131.0,0.0,4.0,24.0,12.0,18.0,24.0,24.0,28.0,4.0,61.7,120.0
595,DET,65.0,110.0,30.0,17.0,17.0,22.0,13.0,23.0,20.0,11.0,7.0,57.0,115.55
597,ORL,37.0,92.0,30.0,18.0,4.0,26.0,5.0,3.0,30.0,6.0,1.0,53.45,108.05
598,POR,41.0,84.0,0.0,30.0,11.0,27.0,8.0,5.0,6.0,20.0,5.0,53.9,106.15
599,NYK,63.0,112.0,30.0,20.0,19.0,21.0,2.0,25.0,26.0,18.0,29.0,55.25,111.95
601,DAL,53.0,103.0,30.0,10.0,6.0,10.0,23.0,21.0,10.0,2.0,27.0,58.7,118.1
604,CHI,51.0,119.0,0.0,14.0,18.0,11.0,17.0,29.0,12.0,12.0,3.0,56.25,116.4
612,UTA,77.0,132.0,0.0,12.0,2.0,28.0,1.0,14.0,17.0,26.0,2.0,62.85,123.85
615,LAC,71.0,138.0,30.0,3.0,12.0,7.0,15.0,6.0,9.0,21.0,23.0,57.8,119.8
617,CLE,62.0,117.0,30.0,6.0,13.0,9.0,21.0,26.0,3.0,13.0,18.0,58.9,116.75
